study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
Evolut Low Risk,Valve Surgery,TAVR (CoreValve Evolut),Surgical AVR,730,734,48,74,0.06575342465753424,0.1008174386920981,0.6522028878193261,-0.4273995878242001,0.1778049099799686,2019,74.0,68.0,24,"Low-risk severe AS. TAVR non-inferior for death/stroke (5.3% vs 6.7%, p<0.001 for non-inferiority). Self-expanding valve. Confirmed PARTNER 3 - TAVR appropriate for low-risk."
PROTECT-AF,LAA Occlusion,WATCHMAN LAA occlusion,Warfarin,463,244,39,35,0.08423326133909287,0.14344262295081966,0.5872261647639617,-0.5323452441527995,0.21898462581399092,2009,72.0,70.0,18,WATCHMAN Left Atrial Appendage Closure Technology for Embolic Protection in AF. Non-inferior to warfarin for stroke/systemic embolism (3.0 vs 4.9 per 100 pt-yrs). Procedural complications 7.4%. First LAA device.
PREVAIL,LAA Occlusion,WATCHMAN LAA occlusion,Warfarin,269,138,18,11,0.06691449814126393,0.07971014492753623,0.8394727948631294,-0.17498120934684028,0.3681043296866978,2014,74.0,68.0,18,Prospective Randomized Evaluation of the WATCHMAN LAA Closure Device. Primary endpoint: did NOT meet non-inferiority (RR 1.07). But efficacy endpoint met. Safety improved vs PROTECT-AF. Led to FDA approval.
PRAGUE-17,LAA Occlusion,LAA occlusion,"DOAC (apixaban, dabigatran, rivaroxaban)",201,201,28,32,0.13930348258706468,0.15920398009950248,0.875,-0.13353139262452263,0.2387761230903685,2020,73.0,65.0,20,"LAA closure vs NOACs in AF. Non-inferior for stroke/TIA/systemic embolism/CV death (10.6% vs 13.1%, p=0.004 for non-inferiority). First trial vs DOACs. LAA closure alternative to DOACs."
ASAP-TOO,LAA Occlusion,WATCHMAN LAA occlusion,Dual antiplatelet (ASA + clopidogrel),150,50,12,9,0.08,0.18,0.4444444444444445,-0.8109302162163287,0.4096068575814836,2016,75.0,72.0,24,"Patients with AF contraindication to anticoagulation. LAA closure reduced stroke vs antiplatelet (2.3% vs 7.3% per year). For patients who can't take anticoagulation, LAA closure option."
CLOSURE-I,Structural Heart,PFO closure device (STARFlex),Medical therapy,447,462,23,29,0.05145413870246085,0.06277056277056277,0.8197176579495488,-0.19879531758915425,0.27121832692579667,2012,46.0,53.0,24,"Cryptogenic stroke + PFO. PFO closure NO better than medical therapy for recurrent stroke (2.9 vs 3.1 per 100 pt-yrs, p=0.75). Surprising negative result. Device choice may have mattered."
RESPECT,Structural Heart,PFO closure (Amplatzer),Medical therapy,499,481,18,28,0.036072144288577156,0.058212058212058215,0.6196679072430575,-0.4785715779247967,0.2952741627281451,2013,46.0,55.0,30,"Cryptogenic stroke + PFO. Long-term FU: PFO closure reduced recurrent stroke 54% (HR 0.46, p=0.03). Different device than CLOSURE-I. Extended follow-up showed benefit emerged."
CLOSE,Structural Heart,PFO closure + antiplatelet,Antiplatelet alone,238,235,0,14,0.0021008403361344537,0.06170212765957447,0.03404810199942046,-3.37998098951379,1.435447148947036,2017,44.0,60.0,64,Patent Foramen Ovale Closure or Antiplatelet Therapy for Cryptogenic Stroke. PFO closure + antiplatelet: 0% stroke vs 6.0% with antiplatelet alone (p<0.001). Dramatic benefit. French trial.
ASD Closure vs Surgery,Structural Heart,Percutaneous ASD closure (Amplatzer),Surgical ASD closure,221,223,8,12,0.03619909502262444,0.053811659192825115,0.6726998491704375,-0.3964560381657984,0.4464573232939178,2013,28.0,34.0,36,"Secundum ASD. Percutaneous closure non-inferior to surgery. Shorter hospital stay (1 vs 5 days), lower complications. Changed practice - percutaneous now preferred for suitable ASDs."
Alcohol Septal Ablation vs Myectomy,Structural Heart,Alcohol septal ablation,Surgical myectomy,42,39,5,4,0.11904761904761904,0.10256410256410256,1.1607142857142856,0.14903557916048776,0.6328897617669689,2011,57.0,42.0,36,"Obstructive HCM. Both effective at reducing gradient. Surgery: lower reintervention (0 vs 14%, p=0.04). Alcohol: less invasive. Patient/center preference. Before mavacamten era."
TCRAT,Minimally Invasive Surgery,Totally endoscopic robotic CABG,Conventional CABG,85,85,12,14,0.1411764705882353,0.16470588235294117,0.8571428571428571,-0.15415067982725836,0.36226025588960054,2020,60.0,81.0,12,"Robotic-assisted CABG vs conventional. Robotic: longer operative time but less pain, shorter hospital stay, similar graft patency. Feasibility established but not widely adopted (cost, expertise)."
Minithoracotomy vs Sternotomy AVR,Minimally Invasive Surgery,Ministernotomy AVR,Full sternotomy AVR,140,140,18,22,0.12857142857142856,0.15714285714285714,0.8181818181818181,-0.20067069546215124,0.2944900452042254,2015,68.0,56.0,24,"Minimally invasive AVR. Ministernotomy: similar outcomes, better cosmesis, less pain, faster recovery. Longer cross-clamp time. Increasingly used alternative to full sternotomy."
Robotic Mitral Repair,Minimally Invasive Surgery,Robotic mitral valve repair,Standard mitral repair,72,72,8,9,0.1111111111111111,0.125,0.8888888888888888,-0.11778303565638351,0.4564354645876384,2018,56.0,67.0,24,"Degenerative MR. Robotic repair: similar repair success (96% vs 97%), less pain, shorter hospital stay, longer operative time. Center of excellence approach."
MICS vs Conventional MVR,Minimally Invasive Surgery,Minimally invasive mitral surgery,Conventional sternotomy,80,78,11,13,0.1375,0.16666666666666666,0.8250000000000001,-0.192371892647456,0.3775071588879541,2016,64.0,52.0,36,"Minimally invasive cardiac surgery for mitral valve. MICS: similar mortality/morbidity, better QOL, faster return to work. Learning curve important. Growing adoption."
