study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
HYVET,BP Targets,Indapamide ± perindopril,Placebo,1687,1912,206,269,0.12211025489033787,0.14069037656903766,0.867936086804186,-0.1416371997468797,0.08634848157943305,2008,84.0,39.0,24.0,"Very elderly (≥80 years), target <150/80"
SHEP,BP Targets,Chlorthalidone-based,Placebo,2365,2371,96,149,0.04059196617336152,0.06284268241248418,0.6459298778324843,-0.4370643293382508,0.12760674007455874,1991,72.0,43.0,54.0,Isolated systolic HTN in elderly
Syst-Eur,BP Targets,Nitrendipine-based,Placebo,2398,2297,186,254,0.07756463719766472,0.11057901610796692,0.7014408332402987,-0.3546187262036966,0.09198362530601414,1997,70.0,33.0,24.0,European elderly with isolated systolic HTN
ALLHAT,Antihypertensive Drug Classes,Chlorthalidone (diuretic),Lisinopril (ACE-I),15255,9048,2315,1413,0.15175352343493936,0.15616710875331566,0.9717380608912465,-0.02866899551900669,0.03104199713432404,2002,67.0,47.0,58.0,"Largest HTN outcomes trial, also compared with amlodipine"
ACCOMPLISH,Antihypertensive Drug Classes,Benazepril-amlodipine,Benazepril-HCTZ,5744,5762,552,679,0.09610027855153204,0.11784102742103436,0.8155078129807476,-0.20394427636518705,0.05419135258555677,2008,68.0,60.0,36.0,ACE-I + CCB superior to ACE-I + diuretic
ASCOT-BPLA,Antihypertensive Drug Classes,Amlodipine ± perindopril,Atenolol ± bendroflumethiazide,9639,9618,429,474,0.044506691565515094,0.049282595134123516,0.9030914756901355,-0.10193142871341963,0.0650614328990369,2005,63.0,81.0,66.0,CCB-based superior to beta-blocker-based
LIFE,Antihypertensive Drug Classes,Losartan-based,Atenolol-based,4605,4588,508,588,0.11031487513572204,0.12816041848299914,0.8607562025896134,-0.14994397076029106,0.05686887591400296,2002,67.0,54.0,58.0,"ARB vs beta-blocker, LVH at baseline"
VALUE,Antihypertensive Drug Classes,Valsartan-based,Amlodipine-based,7649,7596,810,789,0.10589619558112172,0.10387045813586097,1.019502536925476,0.019314799430920678,0.047324525822601216,2004,67.0,56.0,52.0,"ARB vs CCB, similar outcomes"
CONVINCE,Antihypertensive Drug Classes,Verapamil SR,Atenolol or HCTZ,8241,8235,364,365,0.044169396917849775,0.04432301153612629,0.996534201694501,-0.0034718180973937803,0.07241685832252594,2003,66.0,53.0,36.0,CCB vs conventional therapy
ONTARGET,Antihypertensive Drug Classes,Ramipril,Telmisartan,8576,8542,1412,1423,0.1646455223880597,0.16658862093186608,0.9883359467595264,-0.011732611945836326,0.03431155645439988,2008,66.0,73.0,56.0,"ACE-I vs ARB, equivalent outcomes"
TRANSCEND,Antihypertensive Drug Classes,Telmisartan,Placebo,2954,2972,465,504,0.15741367637102235,0.1695827725437416,0.9282409646322984,-0.07446391973768761,0.05881893256666581,2008,67.0,71.0,56.0,ACE-I intolerant patients
PRoFESS,Antihypertensive Drug Classes,Telmisartan,Placebo,10146,10186,880,934,0.08673368815296668,0.09169448262320833,0.9458986590215402,-0.055619841438675925,0.04483628524306395,2008,66.0,63.0,30.0,"Post-stroke, ARB vs placebo"
CAPPP,Antihypertensive Drug Classes,Captopril,Diuretic or beta-blocker,5492,5493,363,335,0.06609613983976693,0.060986710358638264,1.0837793914622083,0.08045436889454308,0.07331959255189295,1999,53.0,53.0,74.0,ACE-I vs conventional therapy
STOP-2,Antihypertensive Drug Classes,ACE-I,Diuretic or beta-blocker,2205,2213,221,236,0.10022675736961452,0.10664256665160415,0.9398381951650717,-0.062047551337753915,0.08863850738685868,1999,76.0,40.0,60.0,Swedish Trial in Old Patients with hypertension-2
UKPDS 39,Antihypertensive Drug Classes,Atenolol,Captopril,358,400,103,122,0.2877094972067039,0.305,0.943309826907226,-0.05836049579633906,0.11230388722643399,1998,56.0,60.0,104.0,"Type 2 diabetes, beta-blocker vs ACE-I"
AASK,Antihypertensive Drug Classes,Ramipril,Metoprolol,436,441,58,73,0.13302752293577982,0.1655328798185941,0.8036320221188891,-0.21861379850416007,0.16241569434489583,2002,55.0,61.0,50.0,African Americans with CKD
IDNT,Antihypertensive Drug Classes,Irbesartan,Amlodipine,579,567,103,100,0.17789291882556132,0.1763668430335097,1.0086528497409328,0.008615628396301419,0.127349729944706,2001,59.0,66.0,31.0,"Diabetic nephropathy, ARB vs CCB"
RENAAL,Antihypertensive Drug Classes,Losartan,Placebo,751,762,163,198,0.2170439414114514,0.25984251968503935,0.8352903199774039,-0.17997592596526135,0.09242067136135473,2001,60.0,63.0,40.0,Type 2 diabetes with nephropathy
MOSES,Antihypertensive Drug Classes,Eprosartan,Nitrendipine,700,711,93,134,0.13285714285714287,0.18846694796061886,0.7049360341151386,-0.3496482120378192,0.1240174727598318,2005,68.0,58.0,30.0,"Post-stroke, ARB vs CCB"
INVEST,Antihypertensive Drug Classes,Verapamil SR ± trandolapril,Atenolol ± HCTZ,11267,11309,1340,1372,0.11893139256235023,0.12131930320983288,0.9803171417548242,-0.019879145633712344,0.036027096910468785,2003,66.0,39.0,30.0,"CAD + HTN, CCB vs beta-blocker"
INSIGHT,Antihypertensive Drug Classes,Nifedipine GITS,Co-amilozide,3157,3164,200,182,0.06335128286347799,0.05752212389380531,1.1013376867035405,0.09652551980079428,0.09930605950493639,2000,65.0,51.0,42.0,CCB vs diuretic
NORDIL,Antihypertensive Drug Classes,Diltiazem,Diuretic or beta-blocker,5410,5471,403,400,0.07449168207024029,0.07311277645768598,1.0188599815157116,0.018684337061999623,0.06792469914155361,2000,60.0,51.0,58.0,Nordic Diltiazem study
ELSA,Antihypertensive Drug Classes,Lacidipine,Atenolol,1157,1158,120,135,0.10371650821089023,0.11658031088082901,0.8896571593200807,-0.11691910471711943,0.11837600536964185,2002,55.0,61.0,48.0,"Carotid atherosclerosis, CCB vs beta-blocker"
PARADIGM-HF,HF Novel Therapies,Sacubitril-valsartan,Enalapril,4187,4212,914,1117,0.21829472175782183,0.26519468186134854,0.8231489418477579,-0.19461812038032789,0.03889853030197179,2014,64.0,78.0,27.0,"HFrEF, ARNI superior to ACE-I by 20%"
PIONEER-HF,HF Novel Therapies,Sacubitril-valsartan,Enalapril,440,441,80,91,0.18181818181818182,0.20634920634920634,0.8811188811188811,-0.12656272330842924,0.1376543134817743,2019,61.0,73.0,2.0,"Hospitalized HF, ARNI safe and effective"
SHIFT,HF Novel Therapies,Ivabradine,Placebo,3241,3264,793,937,0.24467756865165072,0.28707107843137253,0.8523239958153553,-0.15978854766112396,0.04139263960165757,2010,60.0,76.0,23.0,"HFrEF with HR ≥70, reduces CV death/HF hosp by 18%"
SIGNIFY,HF Novel Therapies,Ivabradine,Placebo,9550,9552,606,571,0.06345549738219895,0.05977805695142378,1.0615182329155244,0.05970017857091167,0.05649846318686675,2014,65.0,77.0,28.0,"CAD without HF - NO BENEFIT, possible harm"
DIG,HF Novel Therapies,Digoxin,Placebo,3889,3882,1181,1194,0.30367703779892,0.3075734157650695,0.9873318766628205,-0.012749048181976695,0.03419833771883112,1997,64.0,78.0,37.0,"HFrEF, no mortality benefit but reduced hospitalization"
RADIANCE,HF Novel Therapies,Digoxin continued,Digoxin withdrawn,85,93,14,39,0.16470588235294117,0.41935483870967744,0.3927601809954751,-0.9345560798514484,0.2730424930577677,1993,60.0,84.0,3.0,"HFrEF on ACE-I, withdrawal worsens HF"
VICTORIA,HF Novel Therapies,Vericiguat,Placebo,2526,2524,897,972,0.35510688836104515,0.38510301109350237,0.9221088335630432,-0.08109202165097552,0.03676349349544345,2020,67.0,76.0,11.0,"Worsening HFrEF, soluble guanylate cyclase stimulator, 10% benefit"
GALACTIC-HF,HF Novel Therapies,Omecamtiv mecarbil,Placebo,4120,4112,1523,1607,0.36966019417475726,0.39080739299610895,0.9458884371167404,-0.05563064805092187,0.028159674107179306,2020,65.0,77.0,22.0,"HFrEF, cardiac myosin activator, modest 8% benefit"
V-HeFT I,HF Novel Therapies,Hydralazine-nitrate,Placebo,273,273,88,112,0.32234432234432236,0.41025641025641024,0.7857142857142858,-0.24116205681688796,0.11386922528146252,1986,58.0,100.0,29.0,"HFrEF, early mortality benefit with vasodilators"
A-HeFT,HF Novel Therapies,Hydralazine-nitrate,Placebo,518,532,43,73,0.08301158301158301,0.13721804511278196,0.6049611255090707,-0.5025910783726675,0.1820556039012599,2004,57.0,61.0,10.0,"African Americans with HFrEF, significant benefit"
I-PRESERVE,HFpEF,Irbesartan,Placebo,2067,2061,742,763,0.358974358974359,0.37020863658418246,0.9696541990119971,-0.030815766908385847,0.041101466995800154,2008,72.0,40.0,50.0,"HFpEF, ARB no benefit"
PEP-CHF,HFpEF,Perindopril,Placebo,427,423,87,100,0.20374707259953162,0.2364066193853428,0.8618501170960188,-0.1486739015158542,0.12956954235082616,2006,75.0,45.0,26.0,"HFpEF, ACE-I no mortality benefit"
CHARM-Preserved,HFpEF,Candesartan,Placebo,1514,1509,333,366,0.21994715984147953,0.24254473161033796,0.9068313229529853,-0.09779881865046756,0.06642327103606097,2003,67.0,60.0,37.0,"HFpEF (EF >40%), ARB modest benefit"
DIG-PEF,HFpEF,Digoxin,Placebo,492,496,156,164,0.3170731707317073,0.33064516129032256,0.958953004164188,-0.041913210342041936,0.09197373553577591,2006,67.0,72.0,37.0,"HFpEF, digoxin no benefit"
TOPCAT,HFpEF,Spironolactone,Placebo,1722,1723,320,351,0.18583042973286876,0.2037144515380151,0.912210343104652,-0.09188467613184013,0.06937506542896213,2014,69.0,49.0,42.0,"HFpEF, MRA no mortality benefit, reduced HF hosp"
EMPEROR-Preserved,HFpEF,Empagliflozin,Placebo,2997,2991,415,511,0.1384718051384718,0.17084587094617185,0.810507180370194,-0.21009507865972143,0.060815971372242345,2021,72.0,55.0,26.0,"HFpEF (EF >40%), SGLT2i reduces events by 21%"
PARAGON-HF,HFpEF,Sacubitril-valsartan,Valsartan,2419,2389,526,557,0.21744522529971064,0.23315194642109668,0.9326331117432832,-0.06974339047379173,0.05352096481121408,2019,73.0,48.0,35.0,"HFpEF, ARNI no overall benefit, possible benefit in women"
RELAX,HFpEF,Sildenafil,Placebo,108,108,12,14,0.1111111111111111,0.12962962962962962,0.8571428571428571,-0.15415067982725836,0.3691116175947138,2013,69.0,51.0,6.0,"HFpEF, PDE5 inhibitor no benefit"
ALDO-DHF,HFpEF,Spironolactone,Placebo,213,209,8,12,0.03755868544600939,0.05741626794258373,0.6541471048513302,-0.42442302185277847,0.4459302733134036,2013,67.0,48.0,12.0,"HFpEF, MRA improved diastolic function, no clinical benefit"
SENIORS,HFpEF,Nebivolol,Placebo,1061,1061,332,375,0.31291234684260133,0.353440150801131,0.8853333333333334,-0.12179105705392218,0.061593024944645476,2005,76.0,63.0,21.0,"Elderly HF (mixed EF), beta-blocker 14% benefit"
NEAT-HFpEF,HFpEF,Isosorbide mononitrate,Placebo,55,55,2,3,0.03636363636363636,0.05454545454545454,0.6666666666666666,-0.40546510810816444,0.892731592904439,2015,69.0,44.0,1.5,"HFpEF, nitrate no benefit on exercise capacity"
INDIE-HFpEF,HFpEF,Inorganic nitrite,Placebo,42,43,1,2,0.023809523809523808,0.046511627906976744,0.5119047619047619,-0.6696166831497513,1.205377394112312,2018,69.0,53.0,1.0,"HFpEF, nitrite no benefit"
Hong Kong DHF,HFpEF,Irbesartan,Ramipril,75,75,8,12,0.10666666666666667,0.16,0.6666666666666667,-0.4054651081081643,0.4262237284181474,2008,71.0,49.0,12.0,"HFpEF, ARB vs ACE-I, similar outcomes"
J-DHF,HFpEF,Carvedilol,Standard care,120,125,18,22,0.15,0.176,0.8522727272727273,-0.15984870094189602,0.29099272787608915,2016,70.0,45.0,36.0,"Japanese HFpEF, beta-blocker no benefit"
OPTIMIZE-HFpEF,HFpEF,Phosphodiesterase-5 inhibitor,Placebo,88,88,7,9,0.07954545454545454,0.10227272727272728,0.7777777777777777,-0.2513144282809062,0.4808752241912462,2012,68.0,56.0,3.0,"HFpEF, PDE5 inhibitor no clinical benefit"
