n_trials,pooled_rr,pooled_log_rr,se_pooled,ci_lower,ci_upper,z_score,p_value,Q,df,p_heterogeneity,I2,tau2,category
11,0.8572575594852063,-0.15401686938086798,0.051101082210909685,0.7755560752149361,0.9475659423992857,-3.013964924366838,0.002578576158416279,14.731432291349108,10,0.14216444425280883,32.11793801019332,0.00865291315374733,Biomarker-Guided Therapy
10,0.8853611830838741,-0.12175960075213234,0.04542831397550373,0.809936769956995,0.9678094063482239,-2.680257973425751,0.007356544144486943,32.77614821918263,9,0.0001460805565830503,72.54100774802868,0.01300193303851904,Antiplatelet for Stroke
10,0.8943845565911618,-0.1116194435112763,0.04182438471281789,0.8239913575413184,0.9707914139483649,-2.6687647475915734,0.007613075291156957,5.080874960243982,9,0.827201940605214,0.0,0.0,Pacemaker Modes
10,0.8887736680479053,-0.11791266750433493,0.0370421431752664,0.8265331380190875,0.9557011046265955,-3.183203167981571,0.0014565537210153856,40.2307160206849,9,6.9009218882643e-06,77.62903350919088,0.008286369080504296,HF Novel Therapies
10,0.8416625645604462,-0.17237609974223242,0.028090939405408452,0.7965747220986025,0.8893024758759289,-6.136359388146493,8.443403753943812e-10,6.611923330145557,9,0.6774514647603337,0.0,0.0,Post-MI Management
10,0.7726103208925958,-0.2579804701896922,0.05212631045475551,0.697573050632514,0.8557192790181696,-4.949141190677855,7.454165993348028e-07,35.318161522192106,9,5.235411962489778e-05,74.51735987348927,0.017899353937567364,Primary Prevention Statins
10,0.790229924437119,-0.23543133227475,0.05004241175996108,0.716401539882899,0.8716666543988276,-4.704636007633799,2.5431927999086668e-06,8.111681567065359,9,0.5229318303434176,0.0,0.0,Mitral Regurgitation
10,0.7277900774157334,-0.31774262756597343,0.07881262875498712,0.6236191833989149,0.8493619357536283,-4.031620726086582,5.539352947581122e-05,6.679295762958751,9,0.6704692590003305,0.0,0.0,Other Valvular Disease
10,0.9041006648792586,-0.10081456983453128,0.03629321870406335,0.8420218807028526,0.9707562605770041,-2.777779801140762,0.005473169492941743,20.806586537990206,9,0.013537446522075114,56.74446654876746,0.006120033139276197,PAD Antiplatelet Therapy
10,0.9177881339656013,-0.08578870588510629,0.03320857575313892,0.8599530241040916,0.9795128748173358,-2.5833298760786936,0.00978517127016909,6.393110354143333,9,0.7000200844989533,0.0,0.0,PAD Revascularization
10,0.7164151803235239,-0.3334954192887508,0.07428545453037563,0.6193436998884215,0.828700946970886,-4.48937711153646,7.143174159285337e-06,55.67315043879591,9,9.062476546972675e-09,83.83421823793839,0.04262778575418891,Acute Stroke Treatment
10,1.1635102969952138,0.1514415537384215,0.05670851418165547,1.0411156368603753,1.3002938033822307,2.670525862365321,0.007573253722416684,20.139189523044795,9,0.017072578333900634,55.311011946625186,0.01660072756023516,PCI vs CABG
10,0.9354712671705044,-0.06670484761406735,0.07600614067298078,0.805995690444295,1.0857458694589273,-0.8776244527539875,0.3801475547241635,16.638903884678193,9,0.054680273192995954,45.90989849825636,0.02482622429810987,DES Generation Comparisons
10,0.8378895255067101,-0.17686901832811966,0.08273134303583148,0.7124664535544537,0.9853921590993219,-2.1378719580500047,0.03252713674350338,27.59014747558957,9,0.0011164309642422987,67.37965968481043,0.03940534671035171,CRT Additional
10,0.9125400846587457,-0.09152326609716815,0.028773875884388643,0.8625000579997221,0.9654833044767853,-3.1807764259810543,0.0014688093611308073,30.198421565299242,9,0.00040588245649963994,70.19711781776758,0.005140635843227477,Non-Statin Lipid Lowering
9,0.6097977844913238,-0.4946278776072232,0.09593927645989724,0.5052667054730158,0.7359545640799919,-5.155634854240103,2.527730476042933e-07,17.150865225294798,8,0.028575914117673018,53.355122934548675,0.03430370092711331,AF Anticoagulation
9,0.8601783254190252,-0.15061555609128757,0.07579228691080576,0.7414345128465263,0.9979394521034872,-1.9872148239640226,0.04689859579721389,67.22452670914944,8,1.749944633644418e-11,88.09958151938736,0.039333182205343806,Additional Risk Factor Modification
9,0.7195107079653742,-0.32918387025625123,0.09930492298524933,0.5922529118847715,0.8741124754107698,-3.314879669209833,0.0009168258158378517,17.023879912247146,8,0.02986137845740111,53.00718730843066,0.042154954383664275,Additional Arrhythmia Management
9,0.8142428981387058,-0.20549655683041865,0.1031283829532794,0.6652261723063149,0.9966407287776298,-1.9926285174423364,0.04630214008895983,2.166119516281391,8,0.9754908131976051,0.0,0.0,Other Devices
9,0.8617318114990328,-0.148811180278423,0.034546013323986956,0.8053153280547075,0.922100559967187,-4.30762238417526,1.6501879388952645e-05,39.40304610982127,8,4.137325706699002e-06,79.69700114629973,0.0079434907822351,Additional CHF Pharmacotherapy
