study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
ELISA,NSTEMI/Unstable Angina,Immediate invasive,Delayed invasive (>24h),68,74,5,8,0.07352941176470588,0.10810810810810811,0.6801470588235294,-0.38544624121767246,0.5447757374677633,2003,65.0,72.0,1,Early or Late Intervention in unStable Angina
OPTIMA,NSTEMI/Unstable Angina,Immediate invasive,Delayed invasive (25h),71,71,4,6,0.056338028169014086,0.08450704225352113,0.6666666666666667,-0.4054651081081643,0.6232957986238633,2003,63.0,74.0,6,Optimal Timing of PCI in Unstable Angina
CURE,NSTEMI/Unstable Angina,Clopidogrel + ASA,Placebo + ASA,6259,6303,582,719,0.092986100015977,0.11407266381088371,0.815147967177612,-0.2043856274012002,0.05282621605177273,2001,64.0,62.0,9,Clopidogrel in Unstable angina to prevent Recurrent Events
CREDO,NSTEMI/Unstable Angina,Clopidogrel pretreatment,No pretreatment,1053,1063,109,129,0.10351377018043685,0.1213546566321731,0.8529855635798789,-0.15901265592455593,0.12262075078234075,2002,61.0,70.0,12,Clopidogrel for Reduction of Events During Observation
TRILOGY ACS,NSTEMI/Unstable Angina,Prasugrel,Clopidogrel,3555,3564,557,571,0.15668073136427565,0.16021324354657687,0.9779511849076681,-0.02229552337536753,0.05463303080977754,2012,75.0,47.0,17,Medically managed NSTE-ACS
PLATO,NSTEMI/Unstable Angina,Ticagrelor,Clopidogrel,9333,9291,822,929,0.08807457409193185,0.09998923689592078,0.8808405467041323,-0.12687866068209283,0.04558720820980389,2009,62.0,72.0,12,ACS with or without ST elevation
TRACER,NSTEMI/Unstable Angina,Vorapaxar,Placebo,6473,6502,977,1004,0.15093465162984707,0.15441402645339897,0.9774672359534518,-0.02279050589055131,0.04136750760987381,2012,62.0,71.0,18,PAR-1 antagonist in NSTE-ACS
PROVE-IT TIMI 22,Post-MI Management,Atorvastatin 80mg,Pravastatin 40mg,2099,2063,449,537,0.21391138637446402,0.26030053320407176,0.8217862012858831,-0.19627501351599172,0.055930497666550914,2004,58.0,78.0,24,Intensive vs standard statin therapy post-ACS
A to Z,Post-MI Management,Early simvastatin 80mg,Delayed simvastatin 20mg,2265,2232,309,343,0.13642384105960265,0.15367383512544802,0.8877493097522832,-0.11906588468412725,0.07254080280882204,2004,61.0,75.0,24,Aggrastat to Zocor - intensive therapy post-ACS
MIRACL,Post-MI Management,Atorvastatin 80mg,Placebo,1538,1548,228,269,0.1482444733420026,0.17377260981912146,0.8530945900870632,-0.15888484656331528,0.08250604305552964,2001,65.0,65.0,4,Myocardial Ischemia Reduction with Aggressive Cholesterol Lowering
LIPID,Post-MI Management,Pravastatin 40mg,Placebo,4512,4502,498,633,0.11037234042553191,0.14060417592181254,0.7849862189506235,-0.24208911683074058,0.05607188469400321,1998,62.0,83.0,72,Long-term Intervention with Pravastatin in Ischaemic Disease
DAPT,Post-MI Management,30 months DAPT,12 months DAPT,4941,4916,180,222,0.03642987249544627,0.045158665581773796,0.8067083476919544,-0.2147930791418934,0.09825606580257165,2014,61.0,75.0,30,Duration of dual antiplatelet therapy after DES
PRODIGY,Post-MI Management,24 months DAPT,6 months DAPT,1002,1001,107,102,0.10678642714570859,0.1018981018981019,1.0479726820868067,0.04685751884804551,0.1309683586601506,2012,68.0,77.0,24,Prolonging Dual antiplatelet treatment after Grading stent-induced Intimal hyperplasia studY
EXCELLENT,Post-MI Management,12 months DAPT,6 months DAPT,722,721,28,32,0.038781163434903045,0.044382801664355064,0.8737880886426592,-0.13491739423239985,0.25336195770286446,2012,62.0,68.0,12,Efficacy of Xience/Promus versus Cypher to reduce Late Loss after stenting
RESET,Post-MI Management,3 months DAPT,12 months DAPT,1059,1058,47,46,0.044381491973559964,0.043478260869565216,1.0207743153918791,0.020561472037801815,0.2027961033453928,2012,63.0,71.0,12,Real Safety and Efficacy of 3-month dual antiplatelet Therapy
SECURITY,Post-MI Management,6 months DAPT,12 months DAPT,682,717,47,52,0.0689149560117302,0.07252440725244072,0.9502312203925107,-0.05104993411521049,0.19402677437960986,2014,64.0,79.0,12,Second generation drug-eluting stent implantation
ISAR-SAFE,Post-MI Management,6 months DAPT,12 months DAPT,2003,1997,112,131,0.05591612581128307,0.06559839759639459,0.8524007881307809,-0.15969845415606007,0.12474837459793177,2015,68.0,75.0,15,Safety and efficacy of 6 vs 12 months DAPT after DES
AFFIRM,AF Rate vs Rhythm Control,Rhythm control,Rate control,2027,2033,356,310,0.1756290083867785,0.15248401377274964,1.1517863679042601,0.14131410054918506,0.0710603362577399,2002,70.0,61.0,42,Atrial Fibrillation Follow-up Investigation of Rhythm Management
RACE,AF Rate vs Rhythm Control,Rhythm control,Rate control,266,256,23,18,0.08646616541353383,0.0703125,1.2297410192147034,0.20680359373084833,0.30227167900562596,2002,68.0,63.0,34,Rate Control versus Electrical cardioversion for persistent atrial fibrillation
PIAF,AF Rate vs Rhythm Control,Rhythm control,Rate control,125,127,2,1,0.016,0.007874015748031496,2.032,0.7090205297162355,1.2182470949080768,2000,61.0,70.0,12,Pharmacological Intervention in Atrial Fibrillation
STAF,AF Rate vs Rhythm Control,Rhythm control,Rate control,100,100,7,5,0.07,0.05,1.4000000000000001,0.336472236621213,0.568205194324324,2003,66.0,71.0,36,Strategies of Treatment of Atrial Fibrillation
HOT CAFE,AF Rate vs Rhythm Control,Rhythm control,Rate control,101,104,3,5,0.0297029702970297,0.04807692307692308,0.6178217821782177,-0.48155524146587764,0.7168102668202645,2004,61.0,77.0,20,How to Treat Chronic Atrial Fibrillation
AF-CHF,AF Rate vs Rhythm Control,Rhythm control,Rate control,682,694,206,220,0.3020527859237537,0.3170028818443804,0.9528392428685684,-0.04830907489943808,0.08057683058713344,2008,66.0,86.0,37,Atrial Fibrillation and Congestive Heart Failure
RACE II,AF Rate vs Rhythm Control,Strict rate control,Lenient rate control,303,311,38,43,0.1254125412541254,0.1382636655948553,0.907053496047279,-0.0975538492973118,0.20749901038455099,2010,68.0,63.0,36,Rate Control Efficacy in Permanent Atrial Fibrillation II
EAST-AFNET 4,AF Rate vs Rhythm Control,Early rhythm control,Usual care,1395,1394,231,287,0.16559139784946236,0.20588235294117646,0.8043010752688172,-0.21778160817282435,0.07986938646053192,2020,70.0,54.0,64,Early treatment of Atrial Fibrillation for Stroke Prevention
CABANA,AF Catheter Ablation,Catheter ablation,Drug therapy,1108,1096,113,135,0.10198555956678701,0.12317518248175183,0.8279716539644337,-0.18877635952535718,0.12017499363259787,2019,68.0,63.0,48,Catheter ABlation versus ANtiarrhythmic drug therapy for Atrial fibrillation
CASTLE-AF,AF Catheter Ablation,Catheter ablation,Medical therapy,179,184,51,82,0.2849162011173184,0.44565217391304346,0.6393241586047145,-0.4473436627716968,0.14415821274213902,2018,63.0,87.0,38,Catheter Ablation versus Standard conventional Treatment in patients with LEft ventricular dysfunction and AF
AATAC,AF Catheter Ablation,Catheter ablation,Amiodarone,102,101,9,28,0.08823529411764706,0.27722772277227725,0.3182773109243697,-1.1448322292819961,0.3565395983025721,2016,60.0,82.0,24,Ablation vs Amiodarone for Treatment of Atrial Fibrillation in patients with CHF
MANTRA-PAF,AF Catheter Ablation,Ablation first-line,Antiarrhythmic drugs,146,148,73,80,0.5,0.5405405405405406,0.9249999999999999,-0.07796154146971193,0.11221656879327756,2012,56.0,72.0,24,Medical ANtiarrhythmic Treatment or Radiofrequency Ablation in Paroxysmal AF
RAAFT-2,AF Catheter Ablation,Catheter ablation,Antiarrhythmic drugs,66,61,15,43,0.22727272727272727,0.7049180327868853,0.3224101479915433,-1.1319307924444666,0.2416144094330656,2010,56.0,79.0,12,Radiofrequency Ablation vs Antiarrhythmic drugs as First-line Treatment
APAF,AF Catheter Ablation,Catheter ablation,Amiodarone,101,97,34,58,0.33663366336633666,0.5979381443298969,0.5629907818368044,-0.5744920242681345,0.16261265500169972,2006,59.0,76.0,12,Ablation for Paroxysmal Atrial Fibrillation
SARA,AF Catheter Ablation,Catheter ablation,Antiarrhythmic drugs,72,74,23,42,0.3194444444444444,0.5675675675675675,0.5628306878306878,-0.5747764281661042,0.19971325012799382,2010,54.0,78.0,12,Substrate and Trigger Ablation for Reduction of Atrial Fibrillation
CAPTAF,AF Catheter Ablation,Catheter ablation,Thoracoscopic surgical ablation,30,31,9,7,0.3,0.22580645161290322,1.3285714285714285,0.2841042511038969,0.43402402712153115,2012,58.0,71.0,12,Catheter ablation versus thoracoscopic surgical ablation
FIRE AND ICE,AF Catheter Ablation,Cryoballoon ablation,Radiofrequency ablation,374,376,119,135,0.3181818181818182,0.35904255319148937,0.8861952861952862,-0.12081793935153748,0.10235915929908894,2016,60.0,65.0,18,Comparison of cryoballoon and radiofrequency ablation
CIRCA-DOSE,AF Catheter Ablation,High-dose cryoablation,Standard-dose cryoablation,165,165,52,58,0.3151515151515151,0.3515151515151515,0.896551724137931,-0.10919929196499197,0.15604786579733135,2020,61.0,64.0,12,Cryoballoon dosing for pulmonary vein isolation
STOP-AF,AF Catheter Ablation,Cryoballoon ablation,Antiarrhythmic drugs,163,82,51,59,0.3128834355828221,0.7195121951219512,0.434854944369346,-0.8327427647239027,0.13500705316114006,2013,60.0,68.0,12,Sustained Treatment Of Paroxysmal Atrial Fibrillation
FREEZE COHORT,AF Catheter Ablation,Cryoballoon ablation,Radiofrequency ablation,61,61,18,25,0.29508196721311475,0.4098360655737705,0.72,-0.3285040669720361,0.2505367643872929,2016,58.0,66.0,12,Cryoballoon vs RF ablation for paroxysmal AF
AVERROES,AF Anticoagulation,Apixaban,Aspirin,2808,2791,51,113,0.018162393162393164,0.040487280544607665,0.4485950381968082,-0.8016347175973942,0.16656224297589045,2011,70.0,59.0,14,Patients unsuitable for vitamin K antagonist
BAFTA,AF Anticoagulation,Warfarin,Aspirin,485,488,21,44,0.04329896907216495,0.09016393442622951,0.4802249297094658,-0.7335006812791742,0.2573621657282756,2007,82.0,47.0,34,Birmingham Atrial Fibrillation Treatment of the Aged
ACTIVE-W,AF Anticoagulation,Warfarin,Clopidogrel + ASA,3371,3335,165,234,0.048946900029664786,0.07016491754122939,0.697597912815949,-0.36011239834145753,0.09867934120260508,2006,70.0,64.0,16,Atrial fibrillation Clopidogrel Trial with Irbesartan for prevention of Vascular Events
ACTIVE-A,AF Anticoagulation,Clopidogrel + ASA,Aspirin,3772,3782,296,408,0.0784729586426299,0.10787942887361185,0.7274135529079075,-0.3182601146150467,0.07279997980001983,2009,71.0,58.0,42,Patients unsuitable for vitamin K antagonist
SPAF-II,AF Anticoagulation,Warfarin,Aspirin,358,357,5,17,0.013966480446927373,0.047619047619047616,0.29329608938547486,-1.226572636243177,0.5032187525065018,1994,69.0,70.0,30,Stroke Prevention in Atrial Fibrillation II
SPAF-III,AF Anticoagulation,Adjusted-dose warfarin,Low-dose warfarin + aspirin,521,523,11,34,0.02111324376199616,0.06500956022944551,0.3247713672801174,-1.1246338295062348,0.34130547011339685,1996,71.0,71.0,14,Stroke Prevention in Atrial Fibrillation III
PROTECT-AF,AF Anticoagulation,Watchman device,Warfarin,463,244,39,26,0.08423326133909287,0.10655737704918032,0.7904967602591793,-0.23509372068486784,0.24050857829400496,2013,72.0,70.0,45,Left atrial appendage closure
PREVAIL,AF Anticoagulation,Watchman device,Warfarin,269,138,18,11,0.06691449814126393,0.07971014492753623,0.8394727948631294,-0.17498120934684028,0.3681043296866978,2014,74.0,65.0,18,Prospective Randomized Evaluation of the Watchman LAA Closure Device
PRAGUE-17,AF Anticoagulation,LAAO + antiplatelet,DOACs,201,201,17,22,0.0845771144278607,0.10945273631840796,0.7727272727272727,-0.2578291093020998,0.30712835445476416,2020,73.0,62.0,20,Left atrial appendage closure vs NOACs in high-risk patients
PARTNER 1A,TAVI vs Surgical AVR,TAVI,Surgical AVR,348,351,93,93,0.2672413793103448,0.26495726495726496,1.0086206896551724,0.008583743691391435,0.12562965524386496,2011,84.0,57.0,24,High-risk patients with severe aortic stenosis
PARTNER 2A,TAVI vs Surgical AVR,TAVI (SAPIEN XT),Surgical AVR,1011,1021,244,265,0.2413452027695351,0.2595494613124388,0.9298620831233787,-0.07271900154882618,0.0768335470249518,2016,82.0,54.0,24,Intermediate-risk patients
PARTNER 3,TAVI vs Surgical AVR,TAVI (SAPIEN 3),Surgical AVR,496,454,42,68,0.0846774193548387,0.14977973568281938,0.5653462998102466,-0.570316815576318,0.1851935040934232,2019,73.0,68.0,24,Low-risk patients
CoreValve US Pivotal High Risk,TAVI vs Surgical AVR,TAVI (CoreValve),Surgical AVR,390,357,86,102,0.2205128205128205,0.2857142857142857,0.7717948717948718,-0.25903647437481636,0.12675411446217358,2014,83.0,53.0,24,Self-expanding TAVI in high-risk patients
SURTAVI,TAVI vs Surgical AVR,TAVI (CoreValve/Evolut R),Surgical AVR,864,796,146,152,0.16898148148148148,0.19095477386934673,0.8849293372319689,-0.12224748209761249,0.10495033883924158,2017,80.0,58.0,24,Intermediate-risk patients
