study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
Berlin VT Study,VT Ablation,VT ablation,Medical therapy,60,47,11,18,0.18333333333333332,0.3829787234042553,0.4787037037037037,-0.7366734456098363,0.329425839990276,2018,64.0,89.0,21,"Ventricular tachycardia ablation vs escalated antiarrhythmic drug therapy. Ischemic VT. Death reduced 57% (HR 0.43, p=0.033) with ablation. Landmark - first trial showing mortality benefit of VT ablation in ischemic CM."
RFCA vs Drugs AVNRT,SVT & Ablation,Radiofrequency ablation,Drug therapy,45,43,3,18,0.06666666666666667,0.4186046511627907,0.15925925925925924,-1.8372218433048124,0.5860126728264315,1999,45.0,35.0,12,Ablation vs drugs for AVNRT. First randomized trial of SVT ablation. Symptom-free at 1yr: 87% ablation vs 42% drugs (p<0.001). QOL superior with ablation. Established ablation as first-line for symptomatic AVNRT.
NASPE SVT Registry,SVT & Ablation,AVNRT ablation,Historical controls,165,165,5,28,0.030303030303030304,0.1696969696969697,0.17857142857142858,-1.7227665977411035,0.4728562927497884,1996,48.0,33.0,24,"North American Society of Pacing and Electrophysiology SVT registry. AVNRT ablation success 96%, recurrence 3%, complications 2%. Complete AV block rare (0.5-1%). Established excellent safety profile."
MIST,SVT & Ablation,Ablation for inappropriate sinus tach,Medical therapy,34,34,7,18,0.20588235294117646,0.5294117647058824,0.38888888888888884,-0.9444616088408515,0.37361633931204574,2005,38.0,12.0,12,Medical therapy vs ablation for Inappropriate Sinus Tachycardia. Young women with IST. Symptoms improved more with ablation but recurrence high (21%). IST difficult to treat - ablation reserved for refractory cases.
RAAFT-2,SVT & Ablation,Early ablation for AF,Antiarrhythmic drugs,127,127,31,63,0.2440944881889764,0.49606299212598426,0.4920634920634921,-0.7091475219063864,0.17995290743158865,2014,56.0,71.0,24,Radiofrequency Ablation vs Antiarrhythmic drugs as First-line Treatment. Paroxysmal AF. Freedom from AF: 55% ablation vs 23% drugs (p<0.001). QOL improved more with ablation. Established ablation as reasonable first-line for paroxysmal AF.
VEST,SCD Prevention - Other,Wearable cardioverter-defibrillator,Control,1524,1473,66,67,0.04330708661417323,0.04548540393754243,0.9521095310847337,-0.04907519714850191,0.16953416670661822,2018,62.0,74.0,3,"Vest Prevention of Early Sudden Death Trial. Recent MI with EF≤35%. Arrhythmic death NO BENEFIT (1.6% vs 2.4%, p=0.18). Compliance only 18hr/day. Wearable defibrillator didn't reduce mortality early post-MI. Not recommended routinely."
RAFT,SCD Prevention - Other,CRT-D,ICD alone,894,904,229,281,0.25615212527964204,0.3108407079646018,0.8240623532127985,-0.1935090805608439,0.07550343148067193,2010,66.0,83.0,40,"Resynchronization-Defibrillation for Ambulatory Heart Failure Trial. Mild-moderate HF, EF≤30%, QRS≥120ms. Death/HF hosp reduced 25% (HR 0.75, p=0.001). Death alone reduced 25%. CRT-D superior to ICD alone in wide QRS HF."
MADIT-RIT,SCD Prevention - Other,High-rate ICD programming (≥200bpm),Conventional programming,900,700,68,94,0.07555555555555556,0.13428571428571429,0.5626477541371159,-0.5751015053748032,0.15101158129626702,2012,62.0,83.0,18,"MADIT - Reduce Inappropriate Therapy. ICD for primary prevention. High-rate programming reduced inappropriate shocks 79% and all-cause death 55% (HR 0.45, p=0.01). Programming matters - avoid shocks for non-sustained VT."
PREPARE,SCD Prevention - Other,Hydroquinidine (Brugada),Placebo,26,24,2,7,0.07692307692307693,0.2916666666666667,0.26373626373626374,-1.3328056761689044,0.7501526096261599,2013,46.0,82.0,18,Program for Sudden Death Prevention by an Active Pharmaceutical Approach (Brugada syndrome). Quinidine reduced VF episodes and ICD shocks 71% (p=0.02). Small trial. Quinidine option for Brugada with recurrent VF.
ESVEM,SCD Prevention - Other,EP-guided therapy,Holter-guided therapy,242,244,78,72,0.32231404958677684,0.29508196721311475,1.0922865013774103,0.08827320681005178,0.13593678548761304,1993,62.0,87.0,24,"Electrophysiologic Study Versus Electrocardiographic Monitoring. Sustained VT/VF survivors. EP-guided NO better than Holter-guided (32% vs 30%, p=NS). Sotalol superior to class I drugs. Pre-ICD era - showed EP testing limited value for drug selection."
