study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
VANISH,Advanced Rhythm Management,VT ablation,Escalated antiarrhythmic drugs,132,127,59,66,0.44696969696969696,0.5196850393700787,0.8600780532598715,-0.15073213424848558,0.1290383445728399,2016,67.0,94.0,28,"Ventricular Tachycardia Ablation vs Escalated Antiarrhythmic Drug Therapy in Ischemic Heart Disease. Recurrent VT despite amiodarone. Death/VT storm: NO difference (HR 0.86, p=0.28). Both strategies reasonable. Ablation didn't prove superior."
SMS (Substrate Mapping Study),Advanced Rhythm Management,Complete substrate ablation,Limited substrate ablation,64,64,23,38,0.359375,0.59375,0.6052631578947368,-0.5020919437972361,0.19632638728212115,2015,66.0,89.0,24,"Ischemic cardiomyopathy with VT. Complete substrate ablation reduced VT recurrence 53% (HR 0.47, p=0.01). More extensive ablation = better outcomes. Defined modern VT ablation technique. NEJM."
GUIDE-IT,Biomarker-Guided Therapy,NT-proBNP-guided therapy (target <1000 pg/mL),Usual care,446,448,164,164,0.36771300448430494,0.36607142857142855,1.0044843049327354,0.004474280394921107,0.08786823446336534,2017,63.0,77.0,15,Guiding Evidence-Based Therapy Using Biomarker-Intensified Treatment in HF. STOPPED EARLY for futility. NT-proBNP-guided: NO benefit vs usual care (HR 1.0). Questioned biomarker-guided HF management. NIH/NHLBI. JAMA.
BATTLESCARRED,Biomarker-Guided Therapy,NT-proBNP-guided therapy,Clinically-guided therapy,123,130,24,37,0.1951219512195122,0.2846153846153846,0.6855636123928808,-0.3775139872131138,0.229937610452429,2013,64.0,78.0,18,"Bio-markers Tailored Treatment Trial for Heart Failure. NT-proBNP-guided reduced death/HF hosp 35% (HR 0.65, p=0.04). Mortality reduced 45%. Supports biomarker approach BUT small trial. Contrasts with GUIDE-IT."
TIME-CHF,Biomarker-Guided Therapy,NT-proBNP-guided therapy,Symptom-guided therapy,251,248,79,85,0.3147410358565737,0.34274193548387094,0.9183032575580033,-0.0852275969900966,0.12808829736130525,2009,77.0,61.0,18,"Trial of Intensified vs standard Medical therapy in Elderly patients with CHF. Age≥60. Overall: NO benefit (HR 0.91, p=0.39). Age 60-75: benefit seen. Age≥75: no benefit. Suggests biomarker approach better for younger HF patients."
PROTECT,Biomarker-Guided Therapy,BNP-guided therapy (target BNP <100 pg/mL),Standard care,151,150,32,47,0.2119205298013245,0.31333333333333335,0.6763421163872059,-0.3910562416290006,0.19808435708486116,2010,68.0,70.0,10,ProBNP Outpatient Tailored Chronic HF Therapy. BNP-guided reduced survival free of HF hosp by 36% (p=0.009). Hospitalization days reduced 52%. Small trial but showed benefit. Roche.
IABP-SHOCK II,Mechanical Circulatory Support,Intra-aortic balloon pump (IABP),No IABP,301,299,119,123,0.3953488372093023,0.411371237458194,0.9610512384193609,-0.03972755361907744,0.09933127354356748,2012,70.0,74.0,1,"Intra-Aortic Balloon Pump in Cardiogenic Shock II. MI + cardiogenic shock undergoing early revascularization. 30-day death: NO benefit (39.7% vs 41.3%, p=0.69). PARADIGM SHIFT: Ended routine IABP use in shock. German trial."
CULPRIT-SHOCK,Mechanical Circulatory Support,PCI of culprit lesion only,Multivessel PCI,344,342,172,192,0.5,0.5614035087719298,0.890625,-0.1158318155251217,0.0720509088723539,2017,70.0,73.0,1,"Culprit Lesion only PCI vs Multivessel PCI in Cardiogenic Shock. Death/renal failure reduced with culprit-only (45.9% vs 55.4%, RR 0.83, p=0.01). Changed practice: treat culprit first, stage other lesions. European trial."
IMPRESS,Mechanical Circulatory Support,Impella CP,Intra-aortic balloon pump,24,24,12,12,0.5,0.5,1.0,0.0,0.2886751345948129,2017,64.0,75.0,6,Impella vs IABP Reduces mortality in STEMI patients treated with primary PCI in Severe cardiogenic Shock. Small trial. 6-month death: SAME (50% both arms). Impella didn't reduce mortality vs IABP. Underpowered. Abiomed.
ECLS-SHOCK,Mechanical Circulatory Support,VA-ECMO (venoarterial extracorporeal membrane oxygenation),No ECMO,211,207,105,102,0.4976303317535545,0.4927536231884058,1.0098968497351546,0.009848196662554733,0.09877994090476995,2023,61.0,77.0,1,"Extracorporeal Life Support in Cardiogenic Shock. MI + cardiogenic shock despite optimal care. 30-day death: NO benefit (50% vs 49%, p=0.98). ECMO complications frequent. Questioned routine ECMO for MI shock. French trial. NEJM 2023."
DanGer Shock,Mechanical Circulatory Support,Impella CP,Standard care (mostly IABP),180,180,80,92,0.4444444444444444,0.5111111111111111,0.8695652173913043,-0.13976194237515874,0.11071790327801638,2024,64.0,79.0,6,"Danish-German Cardiogenic Shock Trial. STEMI + cardiogenic shock. 6-month death: trend toward benefit with Impella (44.4% vs 51.1%, HR 0.74, p=0.09). Not statistically significant but suggested benefit. Largest Impella RCT. Presented ESC 2024."
HOPE-3,Additional Prevention,Rosuvastatin 10mg + candesartan 16mg/HCTZ 12.5mg,Dual placebo,6361,6344,235,304,0.03694387674893885,0.04791929382093316,0.7709603753133818,-0.26011830062618296,0.08502914553840399,2016,66.0,46.0,68,"Heart Outcomes Prevention Evaluation-3. Intermediate CV risk, no CVD. Rosuvastatin reduced MACE 24% (p<0.001). BP lowering: NO benefit overall (p=0.16). But benefit in upper tertile SBP. Polypill concept partially validated."
PURE Polypill,Additional Prevention,Polypill (aspirin + statin + 2 BP meds),Placebo,2234,2235,126,157,0.05640107430617726,0.07024608501118568,0.8029070132121413,-0.2195163709783068,0.11580535316286923,2021,63.0,63.0,58,"Prospective Urban Rural Epidemiology. Polypill in people without CVD. CV events reduced 21% (HR 0.79, p=0.02). Death NS. Simplifies prevention (one pill). Adherence improved. Global health implications. McMaster. Lancet."
USPSTF Aspirin Meta,Additional Prevention,Aspirin 75-100mg daily,Placebo/no aspirin,70076,58258,2470,2043,0.03524744563045836,0.03506814514744756,1.00511291607403,0.005099889502284539,0.029375147906819252,2022,62.0,54.0,72,US Preventive Services Task Force systematic review/meta-analysis. Primary prevention in adults without CVD. CV events reduced 10% BUT bleeding increased 40%. Net harm in low-risk. Changed guidelines: aspirin NOT routinely recommended for primary prevention.
TIPS-3,Additional Prevention,Aspirin 75mg daily,Placebo,6270,6276,313,285,0.04992025518341308,0.04541108986615679,1.0992965667757912,0.0946704904974596,0.0799051520124913,2018,66.0,46.0,58,"International Polycap Study-3. Moderate CV risk, no CVD. CV events: NO reduction (HR 1.10, p=0.13). Major bleeding doubled. Confirmed aspirin NOT beneficial for primary prevention. Part of HOPE-3 family. McMaster."
ARRIVE,Additional Prevention,Aspirin 100mg daily,Placebo,6270,6276,269,281,0.042902711323763956,0.04477374123645634,0.95821144579339,-0.04268680950594979,0.08341081578290742,2018,64.0,70.0,60,"Aspirin to Reduce Risk of Initial Vascular Events. Moderate CV risk, no CVD. MACE: NO benefit (HR 0.96, p=0.60). GI bleeding increased 2x. Another nail in coffin of aspirin for primary prevention. Bayer."
ORION-10,Emerging Therapies,Inclisiran 300mg SC twice yearly (siRNA),Placebo,781,780,84,85,0.10755441741357234,0.10897435897435898,0.9869699480304286,-0.013115687803051354,0.1452825067719772,2020,64.0,75.0,18,"ASCVD or ASCVD-risk equivalent. LDL-C reduced 52% with twice-yearly dosing (p<0.001). REVOLUTIONARY: siRNA therapy, inject twice yearly. CV outcomes trial pending. Novartis. FDA approved 2021. Game-changing convenience."
ORION-11,Emerging Therapies,Inclisiran 300mg SC twice yearly,Placebo,1070,1081,115,117,0.10747663551401869,0.10823311748381129,0.9930106238517453,-0.0070139162512496585,0.12402827057355005,2020,63.0,69.0,18,Heterozygous familial hypercholesterolemia. LDL-C reduced 50% with twice-yearly injections. Confirmed ORION-10 findings in FH population. Well-tolerated. Injection site reactions mild. Novartis. NEJM.
SOLOIST-WHF,Emerging Therapies,Sotagliflozin 200mg daily (dual SGLT1/2 inhibitor),Placebo,608,614,245,355,0.4029605263157895,0.5781758957654723,0.6969514455151964,-0.36103953274971345,0.06020907509912986,2021,70.0,68.0,9,"Recent HF hospitalization with T2D. CV death/HF hosp/urgent HF visit reduced 33% (HR 0.67, p<0.001). STOPPED EARLY due to sponsor bankruptcy. Dual SGLT1/2 inhibition promising but development halted. Lexicon."
SCORED,Emerging Therapies,Sotagliflozin 200mg daily,Placebo,5292,5292,1258,1370,0.23771730914588057,0.25888133030990174,0.9182481751824818,-0.0852875815617847,0.03386606882353178,2021,69.0,62.0,16,"T2D + CKD + CV risk factors. CV death/HF hosp/urgent HF visit reduced 26% (HR 0.74, p<0.001). Confirmed dual SGLT inhibition benefit. But sponsor bankruptcy prevented FDA filing. Lost opportunity."
OCEAN(a)-DOSE,Emerging Therapies,Olpasiran 10-225mg SC quarterly (siRNA targeting Lp(a)),Placebo,231,50,8,2,0.03463203463203463,0.04,0.8658008658008658,-0.14410034397375687,0.7750296740583522,2022,60.0,78.0,9,"Elevated Lp(a) ≥150 nmol/L + ASCVD. Lp(a) reduced up to 101% (yes, >100% from baseline) with highest dose. UNPRECEDENTED. Phase 2 dose-finding. Outcomes trial (OCEAN(a)-OUTCOMES) ongoing. Amgen. Lancet."
CATALYST,Emerging Therapies,Finerenone 10-20mg daily (non-steroidal MRA),Placebo,2833,2841,346,395,0.12213201553123897,0.1390355508623724,0.8784229268968352,-0.12962710781972625,0.06867930940113572,2021,64.0,71.0,21,"CKD + T2D. CV death/nonfatal MI/stroke/HF hosp reduced 14% (HR 0.86, p=0.03). Renal outcomes improved. Less hyperkalemia than spironolactone. Bayer. Novel non-steroidal MRA showing CV + renal benefit."
