study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
MARINER,Additional Anticoagulation Strategies,Rivaroxaban 10mg,Placebo,6007,6012,50,66,0.0083236224404861,0.010978043912175649,0.7582063350333702,-0.2767997205755757,0.18659771891434285,2018,68.0,46.0,1,"Medically Ill Patient Assessment of Rivaroxaban versus Placebo in Reducing Post-Discharge VTE Risk. Rivaroxaban: NO significant reduction in VTE (0.83% vs 1.10%, HR 0.76, p=0.14). Post-discharge prophylaxis NOT beneficial in unselected patients. NEJM."
HF-ACTION,Cardiac Rehabilitation & Exercise,Exercise training,Usual care,1172,1159,412,451,0.3515358361774744,0.38912855910267474,0.9033925368729331,-0.10159811695035821,0.054114917313002,2009,59.0,72.0,30,"Heart Failure: A Controlled Trial Investigating Outcomes of Exercise Training. Exercise: Modest reduction in death/HF hosp (35% vs 39%, HR 0.89, p=0.03). Improved QoL, functional capacity. Safe in stable HF. JAMA."
RAMIT,Cardiac Rehabilitation & Exercise,Cardiac rehabilitation,Usual care,851,857,127,134,0.1492361927144536,0.15635939323220538,0.95444341161408,-0.046626923467914486,0.1139945307462682,2011,62.0,82.0,12,"Rehabilitation After Myocardial Infarction Trial. Rehab: NO benefit for mortality (15% vs 16%, HR 1.0). Controversial - low uptake, poor adherence, modern era. Challenged rehab dogma. Heart."
GOSPEL,Cardiac Rehabilitation & Exercise,Intensive long-term exercise training,Standard exercise recommendations,1563,1544,242,264,0.1548304542546385,0.17098445595854922,0.9055235657922798,-0.09924197682638493,0.0814410617166798,2008,57.0,87.0,37,"Global Secondary Prevention Strategies to Limit Event Recurrence After MI. Intensive exercise: Reduced CV death/MI/stroke/hosp (15% vs 17%, HR 0.87). Long-term structured program beneficial. Circulation."
ExTraMATCH,Cardiac Rehabilitation & Exercise,Exercise training (meta-analysis),Usual care,395,396,54,75,0.13670886075949368,0.1893939393939394,0.7218227848101266,-0.3259756206186773,0.16369164229422062,2004,59.0,85.0,24,"Exercise Training Meta-Analysis of Trials in Chronic Heart Failure. Exercise training: Reduced mortality 35% (HR 0.65, CI 0.46-0.92) and HF hospitalization 28%. Landmark meta-analysis established benefit. BMJ."
REHAB-HF,Cardiac Rehabilitation & Exercise,Early physical rehabilitation,Usual care,180,169,41,39,0.22777777777777777,0.23076923076923078,0.9870370370370369,-0.013047715392475632,0.19636332199419396,2021,73.0,54.0,6,Rehabilitation Therapy in Older Acute Heart Failure Patients. Early rehab: NO benefit in elderly acute HF (23% vs 23% death/rehospitalization). Challenging to implement in frail elderly. JAMA.
OPTICARE,Cardiac Rehabilitation & Exercise,Multidisciplinary cardiac rehab + optimization,Standard care,200,199,38,52,0.19,0.2613065326633166,0.7271153846153846,-0.31867010067858587,0.18847130571074402,2019,64.0,74.0,12,Optimization of Cardiac Rehabilitation. Intensive multidisciplinary program: Reduced MACE 19% vs 26% (HR 0.70). Exercise + education + psychosocial + medication optimization. Comprehensive approach. Eur Heart J.
ETICA,Cardiac Rehabilitation & Exercise,High-intensity interval training (HIIT),Moderate continuous training,105,104,18,22,0.17142857142857143,0.21153846153846154,0.8103896103896104,-0.2102401464783018,0.2861309261001104,2016,60.0,89.0,12,"Exercise Training Intensity in Coronary Artery Disease. HIIT: Similar outcomes vs moderate exercise (17% vs 21% MACE). Both safe, effective. HIIT achieves higher VO2max. Circulation."
COPE,Pericardial Disease,Colchicine 0.5-1mg daily,Placebo,60,60,7,24,0.11666666666666667,0.4,0.29166666666666663,-1.2321436812926325,0.38883219541400654,2013,52.0,72.0,18,COlchicine for acute PEricarditis. Colchicine: Reduced recurrent pericarditis 11.7% vs 40% (HR 0.25). Added to aspirin/NSAIDs. Well-tolerated. Changed practice for acute pericarditis. NEJM.
CORP,Pericardial Disease,Colchicine 0.5mg twice daily,Placebo,60,60,12,36,0.2,0.6,0.33333333333333337,-1.0986122886681096,0.27888667551135854,2011,49.0,68.0,18,COlchicine for Recurrent Pericarditis. Colchicine: Reduced recurrence rate 20% vs 60% (HR 0.30). Landmark trial for recurrent pericarditis. Enabled colchicine as standard therapy. Annals Internal Med.
CORP-2,Pericardial Disease,Colchicine 0.5mg daily or twice daily,Placebo,120,120,17,52,0.14166666666666666,0.43333333333333335,0.3269230769230769,-1.1180303745252114,0.2477652759687428,2014,51.0,66.0,24,COlchicine for Recurrent Pericarditis trial 2. Colchicine: Reduced recurrence 14.2% vs 43.3% (HR 0.29). Confirmed CORP findings. Low-dose (0.5mg once daily) effective in weight <70kg. JAMA Internal Med.
ICAP,Pericardial Disease,Colchicine 0.5mg daily,Placebo,120,120,24,51,0.2,0.425,0.4705882352941177,-0.7537718023763801,0.21120568916876956,2013,53.0,74.0,12,Investigation on COlchicine for Acute Pericarditis. Colchicine: Reduced incessant/recurrent pericarditis 20% vs 42.5% (HR 0.44). Reduced symptom duration. First-line therapy for acute pericarditis. Circulation.
COPPS,Pericardial Disease,Colchicine 0.5mg twice daily x 1 month,Placebo,180,180,18,34,0.1,0.18888888888888888,0.5294117647058824,-0.6359887667199967,0.27176498882366507,2004,60.0,82.0,12,"COlchicine for Prevention of Post-pericardiotomy Syndrome. Colchicine: Reduced post-cardiac surgery pericarditis 10% vs 21% (HR 0.46). Reduced postop effusions, AF. Prophylactic benefit. Circulation."
RHAPSODY,Pericardial Disease,Rilonacept (IL-1 inhibitor),Placebo,61,25,7,14,0.11475409836065574,0.56,0.20491803278688522,-1.585145219865056,0.3973566051580915,2021,45.0,30.0,3,Rilonacept for Recurrent Pericarditis. Rilonacept: Reduced recurrence (pericarditis-free 74% vs 13% at 16 weeks). For colchicine-refractory recurrent pericarditis. Biologic option. FDA approved 2021. NEJM.
PROTECT-AF,Additional Structural Heart Interventions,WATCHMAN LAA closure device,Warfarin,463,244,96,102,0.20734341252699784,0.4180327868852459,0.4959979672214458,-0.7011834506094671,0.11816260138357447,2014,72.0,70.0,45,WATCHMAN Left Atrial Appendage System for Embolic PROTECTion in Patients with Atrial Fibrillation. LAA closure: Non-inferior to warfarin for stroke/embolism. Alternative for patients who can't tolerate long-term anticoag. FDA approved. Circulation.
PREVAIL,Additional Structural Heart Interventions,WATCHMAN LAA closure device,Warfarin,269,138,18,13,0.06691449814126393,0.09420289855072464,0.7103231341149556,-0.34203529401000654,0.3485897066008679,2014,74.0,64.0,18,Prospective Randomized Evaluation of WATCHMAN LAA Closure Device. LAA closure: Met non-inferiority for ischemic stroke/systemic embolism. Missed primary composite endpoint. Confirmed PROTECT-AF. JACC.
CLOSURE I,Additional Structural Heart Interventions,STARFlex PFO closure device,Medical therapy,447,462,23,29,0.05145413870246085,0.06277056277056277,0.8197176579495488,-0.19879531758915425,0.27121832692579667,2012,46.0,46.0,24,"Evaluation of STARFlex Septal Closure System for PFO after Cryptogenic Stroke. PFO closure: NO benefit vs medical therapy (5.5% vs 6.8% recurrent stroke). First device, suboptimal. Led to better devices. NEJM."
RESPECT,Additional Structural Heart Interventions,Amplatzer PFO Occluder,Medical therapy,499,481,18,28,0.036072144288577156,0.058212058212058215,0.6196679072430575,-0.4785715779247967,0.2952741627281451,2017,46.0,55.0,66,"Randomized Evaluation of recurrent Stroke comparing PFO closure to Established Current standard of care Treatment. PFO closure: Reduced recurrent stroke (3.6% vs 5.8%, HR 0.55, p=0.046). Long-term follow-up. FDA approved Amplatzer for PFO. NEJM."
GORE-REDUCE,Additional Structural Heart Interventions,GORE CARDIOFORM Septal Occluder (PFO closure),Antiplatelet therapy,441,223,6,12,0.013605442176870748,0.053811659192825115,0.25283446712018137,-1.3750202845466726,0.4932019073068548,2018,45.0,59.0,39,"GORE-REDUCE Clinical Study. PFO closure: Reduced recurrent stroke 1.4% vs 5.4% (HR 0.23, p<0.001). Strong benefit vs antiplatelet. Low residual shunt. GORE device FDA approved. NEJM."
CLOSE,Additional Structural Heart Interventions,PFO closure + antiplatelet,Antiplatelet alone,238,235,0,14,0.0021008403361344537,0.06170212765957447,0.03404810199942046,-3.37998098951379,1.435447148947036,2017,43.0,66.0,63,Patent Foramen Ovale Closure or Anticoagulation vs Antiplatelets after Stroke. PFO closure: ZERO strokes vs 14 (6.0%) in antiplatelet arm (p<0.001). Large PFO + atrial septal aneurysm. Strongest PFO closure data. NEJM.
AMPLATZER ASD,Additional Structural Heart Interventions,Amplatzer Septal Occluder (ASD closure),Surgical ASD repair,222,222,11,9,0.04954954954954955,0.04054054054054054,1.222222222222222,0.20067069546215105,0.43933039163162046,2002,37.0,42.0,12,"Transcatheter vs Surgical Closure of Secundum ASD. Percutaneous ASD closure: Similar efficacy (95% vs 96% closure), shorter hospital stay, fewer complications. Changed practice for secundum ASD. Established percutaneous as preferred. Circulation."
