study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
PIAF,AF Rate vs Rhythm Control,Rhythm control,Rate control,125,127,2,1,0.016,0.0078740157480314,2.032,0.7090205297162355,1.2182470949080768,2000,61.0,70.0,12.0,Pharmacological Intervention in Atrial Fibrillation
STAF,AF Rate vs Rhythm Control,Rhythm control,Rate control,100,100,7,5,0.07,0.05,1.4,0.336472236621213,0.568205194324324,2003,66.0,71.0,36.0,Strategies of Treatment of Atrial Fibrillation
HOT CAFE,AF Rate vs Rhythm Control,Rhythm control,Rate control,101,104,3,5,0.0297029702970297,0.048076923076923,0.6178217821782177,-0.4815552414658776,0.7168102668202645,2004,61.0,77.0,20.0,How to Treat Chronic Atrial Fibrillation
AF-CHF,AF Rate vs Rhythm Control,Rhythm control,Rate control,682,694,206,220,0.3020527859237537,0.3170028818443804,0.9528392428685684,-0.048309074899438,0.0805768305871334,2008,66.0,86.0,37.0,Atrial Fibrillation and Congestive Heart Failure
RACE II,AF Rate vs Rhythm Control,Strict rate control,Lenient rate control,303,311,38,43,0.1254125412541254,0.1382636655948553,0.907053496047279,-0.0975538492973118,0.2074990103845509,2010,68.0,63.0,36.0,Rate Control Efficacy in Permanent Atrial Fibrillation II
EAST-AFNET 4,AF Rate vs Rhythm Control,Early rhythm control,Usual care,1395,1394,231,287,0.1655913978494623,0.2058823529411764,0.8043010752688172,-0.2177816081728243,0.0798693864605319,2020,70.0,54.0,64.0,Early treatment of Atrial Fibrillation for Stroke Prevention
CABANA,AF Catheter Ablation,Catheter ablation,Drug therapy,1108,1096,113,135,0.101985559566787,0.1231751824817518,0.8279716539644337,-0.1887763595253571,0.1201749936325978,2019,68.0,63.0,48.0,Catheter ABlation versus ANtiarrhythmic drug therapy for Atrial fibrillation
CASTLE-AF,AF Catheter Ablation,Catheter ablation,Medical therapy,179,184,51,82,0.2849162011173184,0.4456521739130434,0.6393241586047145,-0.4473436627716968,0.144158212742139,2018,63.0,87.0,38.0,Catheter Ablation versus Standard conventional Treatment in patients with LEft ventricular dysfunction and AF
AATAC,AF Catheter Ablation,Catheter ablation,Amiodarone,102,101,9,28,0.088235294117647,0.2772277227722772,0.3182773109243697,-1.144832229281996,0.3565395983025721,2016,60.0,82.0,24.0,Ablation vs Amiodarone for Treatment of Atrial Fibrillation in patients with CHF
MANTRA-PAF,AF Catheter Ablation,Ablation first-line,Antiarrhythmic drugs,146,148,73,80,0.5,0.5405405405405406,0.925,-0.0779615414697119,0.1122165687932775,2012,56.0,72.0,24.0,Medical ANtiarrhythmic Treatment or Radiofrequency Ablation in Paroxysmal AF
RAAFT-2,AF Catheter Ablation,Catheter ablation,Antiarrhythmic drugs,66,61,15,43,0.2272727272727272,0.7049180327868853,0.3224101479915433,-1.1319307924444666,0.2416144094330656,2010,56.0,79.0,12.0,Radiofrequency Ablation vs Antiarrhythmic drugs as First-line Treatment
APAF,AF Catheter Ablation,Catheter ablation,Amiodarone,101,97,34,58,0.3366336633663366,0.5979381443298969,0.5629907818368044,-0.5744920242681345,0.1626126550016997,2006,59.0,76.0,12.0,Ablation for Paroxysmal Atrial Fibrillation
SARA,AF Catheter Ablation,Catheter ablation,Antiarrhythmic drugs,72,74,23,42,0.3194444444444444,0.5675675675675675,0.5628306878306878,-0.5747764281661042,0.1997132501279938,2010,54.0,78.0,12.0,Substrate and Trigger Ablation for Reduction of Atrial Fibrillation
CAPTAF,AF Catheter Ablation,Catheter ablation,Thoracoscopic surgical ablation,30,31,9,7,0.3,0.2258064516129032,1.3285714285714283,0.2841042511038969,0.4340240271215311,2012,58.0,71.0,12.0,Catheter ablation versus thoracoscopic surgical ablation
FIRE AND ICE,AF Catheter Ablation,Cryoballoon ablation,Radiofrequency ablation,374,376,119,135,0.3181818181818182,0.3590425531914893,0.8861952861952862,-0.1208179393515374,0.1023591592990889,2016,60.0,65.0,18.0,Comparison of cryoballoon and radiofrequency ablation
CIRCA-DOSE,AF Catheter Ablation,High-dose cryoablation,Standard-dose cryoablation,165,165,52,58,0.3151515151515151,0.3515151515151515,0.896551724137931,-0.1091992919649919,0.1560478657973313,2020,61.0,64.0,12.0,Cryoballoon dosing for pulmonary vein isolation
STOP-AF,AF Catheter Ablation,Cryoballoon ablation,Antiarrhythmic drugs,163,82,51,59,0.3128834355828221,0.7195121951219512,0.434854944369346,-0.8327427647239027,0.13500705316114,2013,60.0,68.0,12.0,Sustained Treatment Of Paroxysmal Atrial Fibrillation
FREEZE COHORT,AF Catheter Ablation,Cryoballoon ablation,Radiofrequency ablation,61,61,18,25,0.2950819672131147,0.4098360655737705,0.72,-0.3285040669720361,0.2505367643872929,2016,58.0,66.0,12.0,Cryoballoon vs RF ablation for paroxysmal AF
AVERROES,AF Anticoagulation,Apixaban,Aspirin,2808,2791,51,113,0.0181623931623931,0.0404872805446076,0.4485950381968082,-0.8016347175973942,0.1665622429758904,2011,70.0,59.0,14.0,Patients unsuitable for vitamin K antagonist
BAFTA,AF Anticoagulation,Warfarin,Aspirin,485,488,21,44,0.0432989690721649,0.0901639344262295,0.4802249297094658,-0.7335006812791742,0.2573621657282756,2007,82.0,47.0,34.0,Birmingham Atrial Fibrillation Treatment of the Aged
ACTIVE-W,AF Anticoagulation,Warfarin,Clopidogrel + ASA,3371,3335,165,234,0.0489469000296647,0.0701649175412293,0.697597912815949,-0.3601123983414575,0.098679341202605,2006,70.0,64.0,16.0,Atrial fibrillation Clopidogrel Trial with Irbesartan for prevention of Vascular Events
ACTIVE-A,AF Anticoagulation,Clopidogrel + ASA,Aspirin,3772,3782,296,408,0.0784729586426299,0.1078794288736118,0.7274135529079075,-0.3182601146150467,0.0727999798000198,2009,71.0,58.0,42.0,Patients unsuitable for vitamin K antagonist
SPAF-II,AF Anticoagulation,Warfarin,Aspirin,358,357,5,17,0.0139664804469273,0.0476190476190476,0.2932960893854748,-1.226572636243177,0.5032187525065018,1994,69.0,70.0,30.0,Stroke Prevention in Atrial Fibrillation II
SPAF-III,AF Anticoagulation,Adjusted-dose warfarin,Low-dose warfarin + aspirin,521,523,11,34,0.0211132437619961,0.0650095602294455,0.3247713672801174,-1.1246338295062348,0.3413054701133968,1996,71.0,71.0,14.0,Stroke Prevention in Atrial Fibrillation III
PROTECT-AF,AF Anticoagulation,Watchman device,Warfarin,463,244,39,26,0.0842332613390928,0.1065573770491803,0.7904967602591793,-0.2350937206848678,0.2405085782940049,2013,72.0,70.0,45.0,Left atrial appendage closure
PREVAIL,AF Anticoagulation,Watchman device,Warfarin,269,138,18,11,0.0669144981412639,0.0797101449275362,0.8394727948631294,-0.1749812093468402,0.3681043296866978,2014,74.0,65.0,18.0,Prospective Randomized Evaluation of the Watchman LAA Closure Device
PRAGUE-17,AF Anticoagulation,LAAO + antiplatelet,DOACs,201,201,17,22,0.0845771144278607,0.1094527363184079,0.7727272727272727,-0.2578291093020998,0.3071283544547641,2020,73.0,62.0,20.0,Left atrial appendage closure vs NOACs in high-risk patients
PARTNER 1A,TAVI vs Surgical AVR,TAVI,Surgical AVR,348,351,93,93,0.2672413793103448,0.2649572649572649,1.0086206896551724,0.0085837436913914,0.1256296552438649,2011,84.0,57.0,24.0,High-risk patients with severe aortic stenosis
PARTNER 2A,TAVI vs Surgical AVR,TAVI (SAPIEN XT),Surgical AVR,1011,1021,244,265,0.2413452027695351,0.2595494613124388,0.9298620831233788,-0.0727190015488261,0.0768335470249518,2016,82.0,54.0,24.0,Intermediate-risk patients
PARTNER 3,TAVI vs Surgical AVR,TAVI (SAPIEN 3),Surgical AVR,496,454,42,68,0.0846774193548387,0.1497797356828193,0.5653462998102466,-0.570316815576318,0.1851935040934232,2019,73.0,68.0,24.0,Low-risk patients
CoreValve US Pivotal High Risk,TAVI vs Surgical AVR,TAVI (CoreValve),Surgical AVR,390,357,86,102,0.2205128205128205,0.2857142857142857,0.7717948717948718,-0.2590364743748163,0.1267541144621735,2014,83.0,53.0,24.0,Self-expanding TAVI in high-risk patients
SURTAVI,TAVI vs Surgical AVR,TAVI (CoreValve/Evolut R),Surgical AVR,864,796,146,152,0.1689814814814814,0.1909547738693467,0.8849293372319689,-0.1222474820976124,0.1049503388392415,2017,80.0,58.0,24.0,Intermediate-risk patients
SPRINT,BP Targets,Intensive (<120 mmHg),Standard (<140 mmHg),4678,4683,243,319,0.0519452757588713,0.0681187273115524,0.7625696751686343,-0.2710613974048788,0.0825997438171201,2015,68.0,65.0,39.0,"Non-diabetic, high CV risk, SBP target <120 vs <140"
ACCORD-BP,BP Targets,Intensive (<120 mmHg),Standard (<140 mmHg),2362,2371,208,237,0.0880609652836579,0.0999578237030788,0.8809812180909407,-0.1267189721257152,0.0904542348139611,2010,62.0,53.0,56.0,"Type 2 diabetes, intensive BP lowering"
SPS3,BP Targets,Lower target (130/80),Higher target (130-149/80-89),1519,1500,125,138,0.0822909809084924,0.092,0.8944671837879613,-0.1115270633603748,0.1179889075195613,2013,63.0,63.0,42.0,Recent lacunar stroke
JATOS,BP Targets,Strict (<140 mmHg),Mild (140-160 mmHg),2063,2045,154,165,0.0746485700436257,0.0806845965770171,0.9251898529649376,-0.0777563160813012,0.1076121927329383,2008,74.0,44.0,24.0,"Japanese elderly, aged 65-85"
VALISH,BP Targets,Strict (<140 mmHg),Moderate (140-150 mmHg),1589,1590,77,75,0.0484581497797356,0.0471698113207547,1.0273127753303963,0.0269464369949345,0.158310103538025,2010,76.0,37.0,36.0,"Japanese elderly, valsartan"
CARDIO-SIS,BP Targets,Intensive (<130 mmHg),Standard (130-140 mmHg),573,573,23,28,0.0401396160558464,0.0488656195462478,0.8214285714285714,-0.1967102942460542,0.2751402282249732,2016,67.0,60.0,24.0,Elderly Italian patients
FEVER,BP Targets,Felodipine + standard,Placebo + standard,4695,4654,211,246,0.0449414270500532,0.0528577567683712,0.8502333393940967,-0.1622444502364226,0.0915233066933437,2005,60.0,53.0,42.0,"Chinese patients, HTN with felodipine"
HOT,BP Targets,Diastolic <80 mmHg,Diastolic <90 mmHg,6264,6264,232,251,0.037037037037037,0.0400702426564495,0.9243027888446216,-0.0787155674654739,0.0893035484768813,1998,62.0,53.0,45.0,Hypertension Optimal Treatment study
PAST-BP,BP Targets,Strict control,Usual control,1111,1108,58,64,0.0522052205220522,0.0577617328519855,0.9038028802880288,-0.1011439951456534,0.176249148155478,2013,66.0,61.0,36.0,Post-stroke BP management
ADVANCE-BP,BP Targets,Perindopril-indapamide,Placebo,5569,5571,590,663,0.1059436164481953,0.11900915455035,0.8902140078927548,-0.1162933868549503,0.0533305207298544,2007,66.0,58.0,52.0,"Type 2 diabetes, BP lowering"
PROGRESS,BP Targets,Perindopril ± indapamide,Placebo,3051,3054,307,420,0.1006227466404457,0.137524557956778,0.7316711148569555,-0.3124241626283088,0.0705909382128151,2001,64.0,70.0,46.0,Post-stroke/TIA BP lowering
HOPE,BP Targets,Ramipril,Placebo,4645,4652,651,826,0.1401506996770721,0.1775580395528805,0.7893233110142124,-0.2365792689217928,0.0481300893765384,2000,66.0,73.0,56.0,"High CV risk, ACE inhibitor"
HYVET,BP Targets,Indapamide ± perindopril,Placebo,1687,1912,206,269,0.1221102548903378,0.1406903765690376,0.867936086804186,-0.1416371997468797,0.086348481579433,2008,84.0,39.0,24.0,"Very elderly (≥80 years), target <150/80"
SHEP,BP Targets,Chlorthalidone-based,Placebo,2365,2371,96,149,0.0405919661733615,0.0628426824124841,0.6459298778324843,-0.4370643293382508,0.1276067400745587,1991,72.0,43.0,54.0,Isolated systolic HTN in elderly
Syst-Eur,BP Targets,Nitrendipine-based,Placebo,2398,2297,186,254,0.0775646371976647,0.1105790161079669,0.7014408332402987,-0.3546187262036966,0.0919836253060141,1997,70.0,33.0,24.0,European elderly with isolated systolic HTN
ALLHAT,Antihypertensive Drug Classes,Chlorthalidone (diuretic),Lisinopril (ACE-I),15255,9048,2315,1413,0.1517535234349393,0.1561671087533156,0.9717380608912464,-0.0286689955190066,0.031041997134324,2002,67.0,47.0,58.0,"Largest HTN outcomes trial, also compared with amlodipine"
ACCOMPLISH,Antihypertensive Drug Classes,Benazepril-amlodipine,Benazepril-HCTZ,5744,5762,552,679,0.096100278551532,0.1178410274210343,0.8155078129807476,-0.203944276365187,0.0541913525855567,2008,68.0,60.0,36.0,ACE-I + CCB superior to ACE-I + diuretic
ASCOT-BPLA,Antihypertensive Drug Classes,Amlodipine ± perindopril,Atenolol ± bendroflumethiazide,9639,9618,429,474,0.044506691565515,0.0492825951341235,0.9030914756901356,-0.1019314287134196,0.0650614328990369,2005,63.0,81.0,66.0,CCB-based superior to beta-blocker-based
LIFE,Antihypertensive Drug Classes,Losartan-based,Atenolol-based,4605,4588,508,588,0.110314875135722,0.1281604184829991,0.8607562025896134,-0.149943970760291,0.0568688759140029,2002,67.0,54.0,58.0,"ARB vs beta-blocker, LVH at baseline"
VALUE,Antihypertensive Drug Classes,Valsartan-based,Amlodipine-based,7649,7596,810,789,0.1058961955811217,0.1038704581358609,1.019502536925476,0.0193147994309206,0.0473245258226012,2004,67.0,56.0,52.0,"ARB vs CCB, similar outcomes"
CONVINCE,Antihypertensive Drug Classes,Verapamil SR,Atenolol or HCTZ,8241,8235,364,365,0.0441693969178497,0.0443230115361262,0.996534201694501,-0.0034718180973937,0.0724168583225259,2003,66.0,53.0,36.0,CCB vs conventional therapy
ONTARGET,Antihypertensive Drug Classes,Ramipril,Telmisartan,8576,8542,1412,1423,0.1646455223880597,0.166588620931866,0.9883359467595264,-0.0117326119458363,0.0343115564543998,2008,66.0,73.0,56.0,"ACE-I vs ARB, equivalent outcomes"
TRANSCEND,Antihypertensive Drug Classes,Telmisartan,Placebo,2954,2972,465,504,0.1574136763710223,0.1695827725437416,0.9282409646322984,-0.0744639197376876,0.0588189325666658,2008,67.0,71.0,56.0,ACE-I intolerant patients
PRoFESS,Antihypertensive Drug Classes,Telmisartan,Placebo,10146,10186,880,934,0.0867336881529666,0.0916944826232083,0.9458986590215402,-0.0556198414386759,0.0448362852430639,2008,66.0,63.0,30.0,"Post-stroke, ARB vs placebo"
CAPPP,Antihypertensive Drug Classes,Captopril,Diuretic or beta-blocker,5492,5493,363,335,0.0660961398397669,0.0609867103586382,1.0837793914622085,0.080454368894543,0.0733195925518929,1999,53.0,53.0,74.0,ACE-I vs conventional therapy
STOP-2,Antihypertensive Drug Classes,ACE-I,Diuretic or beta-blocker,2205,2213,221,236,0.1002267573696145,0.1066425666516041,0.9398381951650716,-0.0620475513377539,0.0886385073868586,1999,76.0,40.0,60.0,Swedish Trial in Old Patients with hypertension-2
UKPDS 39,Antihypertensive Drug Classes,Atenolol,Captopril,358,400,103,122,0.2877094972067039,0.305,0.943309826907226,-0.058360495796339,0.1123038872264339,1998,56.0,60.0,104.0,"Type 2 diabetes, beta-blocker vs ACE-I"
AASK,Antihypertensive Drug Classes,Ramipril,Metoprolol,436,441,58,73,0.1330275229357798,0.1655328798185941,0.8036320221188891,-0.21861379850416,0.1624156943448958,2002,55.0,61.0,50.0,African Americans with CKD
IDNT,Antihypertensive Drug Classes,Irbesartan,Amlodipine,579,567,103,100,0.1778929188255613,0.1763668430335097,1.0086528497409328,0.0086156283963014,0.127349729944706,2001,59.0,66.0,31.0,"Diabetic nephropathy, ARB vs CCB"
RENAAL,Antihypertensive Drug Classes,Losartan,Placebo,751,762,163,198,0.2170439414114514,0.2598425196850393,0.8352903199774039,-0.1799759259652613,0.0924206713613547,2001,60.0,63.0,40.0,Type 2 diabetes with nephropathy
MOSES,Antihypertensive Drug Classes,Eprosartan,Nitrendipine,700,711,93,134,0.1328571428571428,0.1884669479606188,0.7049360341151386,-0.3496482120378192,0.1240174727598318,2005,68.0,58.0,30.0,"Post-stroke, ARB vs CCB"
INVEST,Antihypertensive Drug Classes,Verapamil SR ± trandolapril,Atenolol ± HCTZ,11267,11309,1340,1372,0.1189313925623502,0.1213193032098328,0.9803171417548242,-0.0198791456337123,0.0360270969104687,2003,66.0,39.0,30.0,"CAD + HTN, CCB vs beta-blocker"
INSIGHT,Antihypertensive Drug Classes,Nifedipine GITS,Co-amilozide,3157,3164,200,182,0.0633512828634779,0.0575221238938053,1.1013376867035405,0.0965255198007942,0.0993060595049363,2000,65.0,51.0,42.0,CCB vs diuretic
NORDIL,Antihypertensive Drug Classes,Diltiazem,Diuretic or beta-blocker,5410,5471,403,400,0.0744916820702402,0.0731127764576859,1.0188599815157116,0.0186843370619996,0.0679246991415536,2000,60.0,51.0,58.0,Nordic Diltiazem study
ELSA,Antihypertensive Drug Classes,Lacidipine,Atenolol,1157,1158,120,135,0.1037165082108902,0.116580310880829,0.8896571593200807,-0.1169191047171194,0.1183760053696418,2002,55.0,61.0,48.0,"Carotid atherosclerosis, CCB vs beta-blocker"
PARADIGM-HF,HF Novel Therapies,Sacubitril-valsartan,Enalapril,4187,4212,914,1117,0.2182947217578218,0.2651946818613485,0.8231489418477579,-0.1946181203803278,0.0388985303019717,2014,64.0,78.0,27.0,"HFrEF, ARNI superior to ACE-I by 20%"
PIONEER-HF,HF Novel Therapies,Sacubitril-valsartan,Enalapril,440,441,80,91,0.1818181818181818,0.2063492063492063,0.8811188811188811,-0.1265627233084292,0.1376543134817743,2019,61.0,73.0,2.0,"Hospitalized HF, ARNI safe and effective"
