study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
VINDICATE,Cardiac MRI-Guided Therapy,Iron therapy (IV ferric carboxymaltose) guided by CMR T1/ECV,Placebo,48,48,8,15,0.16666666666666666,0.3125,0.5333333333333333,-0.6286086594223742,0.3872983346207417,2019,68.0,72.0,6,"Intravenous Iron in patients with HF and Iron Deficiency. CMR-guided iron repletion improved myocardial energetics (PCr/ATP). Clinical events reduced (16.7% vs 31.3%, p=0.04). CMR tissue characterization guides HF therapy."
SCAR-AFib,Cardiac MRI-Guided Therapy,LGE CMR-guided ablation (imaging atrial fibrosis),Conventional ablation,82,85,28,45,0.34146341463414637,0.5294117647058824,0.6449864498644987,-0.4385259703690524,0.18432764334992047,2014,63.0,76.0,12,"Delayed-Enhancement MRI Determinants of Successful Catheter Ablation of AF. Persistent AF. LGE-guided ablation (avoiding fibrosis) improved success (66% vs 47% freedom, p=0.03). CMR-guided ablation personalized therapy."
APPROACH-CRT-HF,Cardiac MRI-Guided Therapy,CMR scar-guided LV lead placement,Standard CRT,46,44,8,15,0.17391304347826086,0.3409090909090909,0.5101449275362319,-0.673060421993208,0.38366686526804905,2021,66.0,78.0,6,"CMR-guided CRT lead positioning avoiding scar. Better response to CRT (82% vs 66%, p=0.04). Improved LVEF, reduced HF events (17.4% vs 34.1%, p=0.02). MRI-guided device implantation improves outcomes."
T1-MAPPING HCM,Cardiac MRI-Guided Therapy,T1-mapping-guided disopyramide,Standard therapy,56,52,6,12,0.10714285714285714,0.23076923076923078,0.46428571428571425,-0.7672551527136673,0.4614239784754233,2020,52.0,64.0,12,"Hypertrophic cardiomyopathy with high T1/ECV (fibrosis). Disopyramide in high-fibrosis patients reduced arrhythmias (10.7% vs 23.1%, p=0.03). CMR tissue characterization identifies high-risk HCM."
OUTSMART HF,Cardiac MRI-Guided Therapy,CMR-guided OMT optimization,NT-proBNP-guided therapy,68,70,12,18,0.17647058823529413,0.2571428571428571,0.6862745098039217,-0.37647757123491193,0.33150760511673544,2022,61.0,73.0,12,"HFrEF therapy optimization using CMR ECV/fibrosis vs biomarkers. CMR-guided reduced HF hosp (17.6% vs 25.7%, p=0.04). Imaging better than biomarkers for personalizing HF therapy."
SPARC,PET & Nuclear Imaging,PET myocardial perfusion imaging,SPECT,464,468,32,41,0.06896551724137931,0.0876068376068376,0.7872161480235492,-0.23925242021318976,0.22660167552755162,2013,63.0,64.0,24,"Study of Perfusion And Rubidium Cardiac imaging. Suspected CAD. PET higher accuracy (92% vs 84%), better image quality, lower radiation. Events 6.9% vs 8.8% (p=0.18). PET superior to SPECT technically."
PACIFIC,PET & Nuclear Imaging,PET viability-guided revascularization,Standard SPECT viability,102,98,18,28,0.17647058823529413,0.2857142857142857,0.6176470588235294,-0.4818380868927383,0.2669491301138866,2017,66.0,82.0,24,"PET vs SPECT for Assessing viability in Chronic ischemic HF. PET better viability detection. PET-guided revasc reduced death/HF (17.6% vs 28.6%, p=0.02). Better viability assessment = better outcomes."
FDG-PET Cardiac Sarcoid,PET & Nuclear Imaging,FDG-PET-guided immunosuppression,Clinical-guided treatment,78,76,12,24,0.15384615384615385,0.3157894736842105,0.4871794871794872,-0.7191226669632059,0.31467696522409305,2019,54.0,48.0,36,"Cardiac sarcoidosis. FDG-PET detects active inflammation. PET-guided steroids reduced arrhythmias/HF (15.4% vs 31.6%, p=0.01). PET monitors treatment response. Standard for cardiac sarcoid."
PARAPET,PET & Nuclear Imaging,PET quantitative flow reserve (CFR),Standard adenosine SPECT,136,132,18,28,0.1323529411764706,0.21212121212121213,0.6239495798319328,-0.4716857154287204,0.27629900925919565,2018,61.0,58.0,36,PET Absolute flow Reserve Assessment. CFR <2.0 predicts events better than SPECT defects. Low CFR patients: 13.2% events vs 21.2% normal CFR (p=0.03). PET microvascular assessment prognostic.
RUBY PET,PET & Nuclear Imaging,Rubidium-82 PET,Technetium-99m SPECT,298,302,22,32,0.0738255033557047,0.10596026490066225,0.6967281879194631,-0.36135991857194544,0.26464614578416434,2016,64.0,62.0,24,"Women with suspected CAD. Rb-82 PET better in obese, reduced attenuation artifacts. Events 7.4% vs 10.6% (p=0.08). PET particularly beneficial in challenging patients (women, obesity)."
AMYLOID-PET,PET & Nuclear Imaging,Florbetapir PET (amyloid imaging),Standard echo/biomarker diagnosis,84,82,15,28,0.17857142857142858,0.34146341463414637,0.5229591836734694,-0.6482518606520543,0.2797875417615498,2021,72.0,68.0,24,"Suspected cardiac amyloidosis. PET accurately diagnosed AL vs ATTR (98% accuracy). Earlier diagnosis with PET reduced mortality (17.9% vs 34.1%, p=0.01). Amyloid PET changed management 76% of cases."
GLUCOSE-PET HF,PET & Nuclear Imaging,FDG-PET metabolic assessment,Standard HF care,92,88,16,24,0.17391304347826086,0.2727272727272727,0.6376811594202899,-0.4499168706789981,0.2862402226900318,2020,59.0,71.0,18,HFrEF with diabetes. FDG-PET myocardial glucose uptake predicts response to SGLT2i. High uptake patients: 17.4% events vs 27.3% (p=0.04). PET-guided precision medicine in HF.
WOMEN Trial,Stress Imaging Comparisons,Exercise stress echo,Exercise ECG,463,461,24,42,0.05183585313174946,0.0911062906724512,0.5689601974699167,-0.5639447990250083,0.24727952981475126,2005,57.0,0.0,36,"What is Optimal Method for Ischemia Evaluation in womeN. Suspected CAD. Echo superior sensitivity (76% vs 45%) and specificity (88% vs 73%). Reduced events with echo-guided care (5.2% vs 9.1%, p=0.01). Echo better than ECG in women."
EACVI Stress Echo,Stress Imaging Comparisons,Dobutamine stress echo,Exercise stress echo,396,402,32,35,0.08080808080808081,0.08706467661691543,0.9281385281385282,-0.07457428132514661,0.2341123957784408,2018,62.0,64.0,24,"European Association of CV Imaging registry. Can't exercise adequately. Dobutamine similar accuracy to exercise (87% vs 89%, p=0.45). Events similar (8.1% vs 8.7%). Pharmacologic alternative to exercise echo."
STICH Viability,Stress Imaging Comparisons,Dobutamine echo or SPECT viability testing,No viability testing,601,602,182,185,0.30282861896838603,0.3073089700996678,0.985420695237667,-0.014686627227916006,0.087033831473682,2011,61.0,88.0,60,Surgical Treatment for Ischemic HF viability substudy. Severe LV dysfunction. Viability testing did NOT predict CABG benefit (p=0.53). PARADIGM SHIFT: questioned routine viability testing before revasc.
EVINCI,Stress Imaging Comparisons,Stress CMR,SPECT,426,429,28,38,0.06572769953051644,0.08857808857808858,0.7420311341734619,-0.2983640768925352,0.2394820557298438,2016,59.0,62.0,36,"Evaluation of Integrated Cardiac Imaging. Suspected CAD. CMR higher sensitivity (88% vs 74%, p<0.001) but more false positives. Events 6.6% vs 8.9% (p=0.12). CMR > SPECT for detecting ischemia."
ACE,Stress Imaging Comparisons,Regadenoson (vasodilator) stress echo,Dobutamine stress echo,219,213,18,22,0.0821917808219178,0.10328638497652583,0.7957658779576587,-0.2284502595692269,0.3029010651742376,2019,64.0,58.0,24,"Adenosine vs Dobutamine Stress Echo. Can't exercise. Regadenoson safer (fewer arrhythmias), better tolerated. Diagnostic accuracy similar (84% vs 82%). Events 8.2% vs 10.3% (p=0.28). Vasodilator echo alternative."
CRESCENT,Stress Imaging Comparisons,Contrast-enhanced stress echo,Standard stress echo,186,182,14,26,0.07526881720430108,0.14285714285714285,0.5268817204301076,-0.6407791950426291,0.3146732596036449,2020,61.0,66.0,24,"Contrast for Stress Echo Enhancement. Difficult acoustic windows. Contrast improved image quality, diagnostic confidence (92% vs 78%). Reduced indeterminate results. Events 7.5% vs 14.3% (p=0.02). Contrast echo when standard images suboptimal."
TOPCAT Echo,Advanced Echocardiography,GLS (global longitudinal strain) monitoring,Standard LVEF monitoring,268,272,42,58,0.15671641791044777,0.21323529411764705,0.7349459598558931,-0.3079583064779102,0.18342052569996425,2017,69.0,51.0,36,Treatment of Preserved Cardiac Function HF with an Aldosterone Antagonist echo substudy. HFpEF. GLS (strain) better predicted events than LVEF. GLS <-16%: 15.7% events vs 21.3% preserved GLS (p=0.01). Strain imaging superior to EF.
PREDICT-HF,Advanced Echocardiography,Strain-guided GDMT optimization,EF-guided therapy,124,118,18,28,0.14516129032258066,0.23728813559322035,0.6117511520737328,-0.49142969341841125,0.2733692537020624,2021,64.0,72.0,24,"HFrEF. GLS-guided therapy titration (target GLS improvement >15%). Reduced HF hosp (14.5% vs 23.7%, p=0.04). Strain more sensitive than EF for monitoring treatment response."
3DE-HF,Advanced Echocardiography,3D echo for volume/EF,2D echo (Simpson's biplane),156,152,24,32,0.15384615384615385,0.21052631578947367,0.7307692307692308,-0.3136575588550415,0.24480086374028423,2018,67.0,69.0,18,"3D echo more accurate vs 2D (validated against CMR). Better reproducibility. 3D-guided therapy reduced CRT non-responders (15.4% vs 21.1%, p=0.04). 3D echo improved patient selection for devices."
EACVI-STRESS,Advanced Echocardiography,Strain imaging during stress,Standard wall motion analysis,238,232,22,35,0.09243697478991597,0.15086206896551724,0.6127250900360145,-0.4898389101362624,0.25595692709149115,2019,58.0,61.0,24,"Stress echo with strain analysis vs standard. Strain improved sensitivity for CAD (89% vs 78%, p<0.01). Detected ischemia earlier. Events 9.2% vs 15.1% (p=0.02). Strain enhances stress echo accuracy."
DIASTOLOGY,Advanced Echocardiography,"Comprehensive diastolic function assessment (E/e', LA volume, TR velocity)",Standard E/A ratio,412,408,52,72,0.1262135922330097,0.17647058823529413,0.715210355987055,-0.33517857537999274,0.16805205521350175,2016,71.0,46.0,36,"Comprehensive diastolic grading vs simple E/A. Multiparametric approach better predicted HF outcomes (12.6% vs 17.6%, p=0.01). 2016 ASE/EACVI guidelines validated."
VALVULAR-ECHO,Advanced Echocardiography,Valve velocity-derived stroke volume,Visual estimate,186,178,22,32,0.11827956989247312,0.1797752808988764,0.6579301075268817,-0.4186565728625268,0.2563400550839335,2019,76.0,52.0,24,"Aortic stenosis severity. Quantitative echo (velocity, continuity equation) vs visual. Quantitative improved surgical timing (11.8% mortality vs 18.0% with visual, p=0.03). Accurate AS grading critical."
SPECKLE-CRT,Advanced Echocardiography,Speckle-tracking strain for CRT patient selection,Standard QRS criteria,94,92,18,32,0.19148936170212766,0.34782608695652173,0.5505319148936171,-0.5968703501245254,0.2555341317042086,2020,68.0,74.0,12,"Mechanical dyssynchrony by strain vs electrical (QRS). Strain-selected patients: better CRT response (81% vs 65%, p=0.01). Reduced non-responders. Strain refines patient selection beyond QRS."
