study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
TRIGGER-PCI,Platelet Function Testing & Guided Therapy,Platelet function testing with genotype,Standard DAPT,1565,1558,65,68,0.04153354632587859,0.043645699614890884,0.9516068408193948,-0.04960331182402962,0.16973412025289852,2012,63.0,75.0,6,Testing Platelet Reactivity In Patients Undergoing Elective Stent Placement on Clopidogrel to Guide Alternative Therapy with Prasugrel. Elective PCI. Guided therapy: NO benefit (4.4% vs 4.3% CV death/MI/stroke/stent thrombosis). Genotyping + testing not beneficial. JAMA.
ADAPT-DES,Platelet Function Testing & Guided Therapy,High on-treatment platelet reactivity (observational),Normal reactivity,1789,6712,89,162,0.049748462828395755,0.024135876042908223,2.0611832253345206,0.7232801991380788,0.12923171507313896,2013,63.0,74.0,12,Assessment of Dual AntiPlatelet Therapy with Drug-Eluting Stents. Post-PCI registry. High platelet reactivity: Associated with 2.4x stent thrombosis risk. Observational - identified risk but interventions to overcome it unsuccessful. NEJM.
POPular Genetics,Platelet Function Testing & Guided Therapy,CYP2C19 genotype-guided (ticagrelor/prasugrel if loss-of-function),Standard ticagrelor/prasugrel for all,1242,1246,60,55,0.04830917874396135,0.044141252006420544,1.0944224857268336,0.09022681384360423,0.1823204970679936,2019,63.0,79.0,12,Patient Outcome after primary PCI: Genotype-guided antiplatelet treatment versus conventional treatment. STEMI. Genotype-guided: Similar thrombotic events (4.8% vs 4.4%) with reduced bleeding (9.8% vs 12.5%). De-escalation safe in non-carriers. Lancet.
ANTARCTIC,Platelet Function Testing & Guided Therapy,Platelet function testing-guided DAPT adjustment,Conventional DAPT,445,432,142,138,0.31910112359550563,0.3194444444444444,0.9989252564728873,-0.0010753214780736895,0.09862365084841564,2016,78.0,64.0,12,"Assessment of a Normal versus Tailored dose of prasugrel After stenting in patients Aged >75 years to Reduce the Composite of bleeding, stent Thrombosis and Ischemic Complications. Age >75, ACS. Guided: NO benefit (28% vs 28% death/MI/stroke/stent thrombosis/bleeding). Testing not helpful in elderly. Circulation."
JUPITER,Additional Preventive Cardiology,Rosuvastatin 20mg,Placebo,8901,8901,142,251,0.0159532636782384,0.028199078755196047,0.5657370517928287,-0.5696258815305231,0.10393085880297345,2008,66.0,62.0,24,"Justification for the Use of statins in Prevention: an Intervention Trial Evaluating Rosuvastatin. Normal LDL, elevated hs-CRP. Rosuvastatin: Reduced MACE 44% (1.6% vs 2.8%, HR 0.56). STOPPED EARLY. Expanded statin indications to inflammatory risk. NEJM."
ASCEND,Additional Preventive Cardiology,Aspirin 100mg,Placebo,7740,7740,658,743,0.08501291989664082,0.09599483204134367,0.8855989232839838,-0.121491113392442,0.051061276191235794,2018,63.0,63.0,90,"A Study of Cardiovascular Events iN Diabetes. Diabetes without CVD. Aspirin: Reduced vascular events 12% (8.5% vs 9.6%, RR 0.88) BUT increased major bleeding (4.1% vs 3.2%). Narrow benefit. NEJM."
ARRIVE,Additional Preventive Cardiology,Aspirin 100mg,Placebo,6270,6276,269,281,0.042902711323763956,0.04477374123645634,0.95821144579339,-0.04268680950594979,0.08341081578290742,2018,64.0,70.0,60,"Aspirin to Reduce Risk of Initial Vascular Events. Moderate CV risk, no diabetes. Aspirin: NO benefit (4.3% vs 4.5% CV death/MI/stroke/unstable angina/TIA, HR 0.96). GI bleeding increased. No primary prevention benefit. Lancet."
ASPREE,Additional Preventive Cardiology,Aspirin 100mg,Placebo,9525,9589,558,494,0.058582677165354334,0.051517363645844194,1.1371443144505724,0.12852013235216805,0.06005941354566647,2018,74.0,44.0,57,"Aspirin in Reducing Events in the Elderly. Healthy elderly ≥70yr. Aspirin: NO CV benefit (10.7% vs 11.3% CV death/MI/stroke, p=0.79) with increased bleeding AND all-cause mortality (12.7 vs 11.1/1000 PY). Harm in elderly. NEJM."
TIPS-3,Additional Preventive Cardiology,Polypill (aspirin + statin + 2 BP meds),Placebo,2326,2331,126,157,0.05417024935511608,0.06735306735306736,0.8042729378775514,-0.21781659243968277,0.1159612506192063,2020,64.0,55.0,58,"The International Polycap Study-3. Intermediate CV risk, no CVD. Polypill: Reduced CV events 21% (4.4% vs 5.5% CV death/MI/stroke, HR 0.79). Simple fixed-dose combination effective for primary prevention. Lancet."
WOSCOPS,Additional Preventive Cardiology,Pravastatin 40mg,Placebo,3302,3293,174,248,0.052695336159903086,0.07531126632250228,0.699700572478068,-0.35710278905416215,0.09577506607035169,1995,55.0,100.0,58,"West Of Scotland COronary Prevention Study. Hypercholesterolemia, no CVD. Pravastatin: Reduced MI/CV death 31% (5.5% vs 7.9%, RR 0.69). First primary prevention statin trial. Established statin benefit. NEJM."
AFCAPS/TexCAPS,Additional Preventive Cardiology,Lovastatin 20-40mg,Placebo,3304,3301,116,183,0.035108958837772396,0.05543774613753408,0.6333042247185064,-0.456804364522732,0.11610154429528016,1998,58.0,85.0,63,"Air Force/Texas Coronary Atherosclerosis Prevention Study. Average cholesterol, low HDL, no CVD. Lovastatin: Reduced first acute major coronary event 37% (3.5% vs 5.5%, RR 0.63). Statins beneficial even with average LDL. JAMA."
