study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
Magpie,Pregnancy & Cardiovascular,Magnesium sulfate,Placebo,5071,5070,40,96,0.007887990534411358,0.01893491124260355,0.4165845000985999,-0.8756659565636902,0.1871422673917607,2002,28.0,0.0,1,"Pre-eclampsia prevention of eclampsia. MgSO4 reduced eclampsia 58% (0.8% vs 1.9%, p<0.001). Saved lives. Largest PE trial ever. WHO essential medicine."
MOMS,Pregnancy & Cardiovascular,Prenatal surgery for myelomeningocele,Postnatal surgery,91,87,8,6,0.08791208791208792,0.06896551724137931,1.2747252747252749,0.24273068458951472,0.5188288762242252,2011,27.0,0.0,9,Management of Myelomeningocele Study. Maternal cardiac stress from fetal surgery. Prenatal surgery: increased maternal complications but improved child outcomes. Risk-benefit in maternal-fetal medicine.
SNAP-HT,Pregnancy & Cardiovascular,Immediate IV labetalol,Oral nifedipine,120,120,15,28,0.125,0.23333333333333334,0.5357142857142857,-0.6241543090729939,0.29277002188455997,2019,31.0,0.0,1,"Severe hypertensive episodes in pregnancy/postpartum. IV labetalol faster BP control, fewer persistent severe HTN (12.5% vs 23.3%, p=0.03). IV preferred for acute severe HTN in pregnancy."
MAESTRO,Adult Congenital Heart Disease,Macitentan (ERA),Placebo,226,110,28,22,0.12389380530973451,0.2,0.6194690265486725,-0.47889257666298163,0.26010217860844637,2020,37.0,36.0,24,"Eisenmenger syndrome (PAH from congenital shunt). Macitentan improved 6MWD but NO difference in clinical worsening (12.4% vs 20%, p=0.053). PAH therapies less effective in Eisenmenger than idiopathic PAH."
TEMPO,Adult Congenital Heart Disease,Bosentan (ERA),Placebo,37,17,3,5,0.08108108108108109,0.29411764705882354,0.2756756756756757,-1.288530192353999,0.6689415347356908,2006,36.0,43.0,4,"Eisenmenger syndrome subset of BREATHE-5. Bosentan improved 6MWD +53m, reduced PVR. First PAH drug showing benefit in Eisenmenger. Established ERA use in ACHD-PAH."
ARIES-E,Adult Congenital Heart Disease,Ambrisentan (selective ERA),Placebo,36,34,4,8,0.1111111111111111,0.23529411764705882,0.4722222222222222,-0.750305594399894,0.563746802666179,2011,39.0,38.0,3,Eisenmenger physiology. Ambrisentan improved 6MWD (+49m) and functional class. Selective ERA effective. But systemic-to-pulmonary shunt complications monitored.
SUPERMAN,Adult Congenital Heart Disease,Sildenafil (PDE5i),Placebo,87,87,12,18,0.13793103448275862,0.20689655172413793,0.6666666666666666,-0.40546510810816444,0.3404414533245951,2017,32.0,45.0,12,Sildenafil in Univentricular Physiology. Fontan patients with elevated PVR. Sildenafil: NO improvement in exercise capacity (p=0.19). NEGATIVE trial. Questioned routine PDE5i use in Fontan.
FUEL,Adult Congenital Heart Disease,Udenafil (long-acting PDE5i),Placebo,186,174,22,28,0.11827956989247312,0.16091954022988506,0.7350230414746545,-0.30785343131556014,0.26466084078689855,2020,16.0,52.0,6,Fontan Udenafil Exercise Longitudinal trial. Adolescents post-Fontan. Udenafil improved peak VO2 in younger patients (<18yo) but not adults. Age-dependent response in Fontan circulation.
CONCERTO,Adult Congenital Heart Disease,Bosentan,Placebo,75,75,8,12,0.10666666666666667,0.16,0.6666666666666667,-0.4054651081081643,0.4262237284181474,2016,28.0,48.0,12,Adults with repaired congenital heart disease + RV dysfunction. Bosentan: NO improvement in RV function or exercise capacity (p=0.42). NEGATIVE. ERA doesn't help non-PAH RV dysfunction in ACHD.
TEMPO Fontan,Adult Congenital Heart Disease,Beta-blocker (carvedilol or metoprolol),Placebo,54,53,8,12,0.14814814814814814,0.22641509433962265,0.6543209876543209,-0.42415724112031705,0.4134572411828253,2019,19.0,58.0,12,"Fontan patients with ventricular dysfunction. Beta-blockers: NO improvement in LVEF (p=0.38). Unlike acquired HF, beta-blockers don't help Fontan ventricular failure. Different pathophysiology."
RUBATO,Adult Congenital Heart Disease,Sacubitril/valsartan (ARNI),Valsartan alone,27,26,3,5,0.1111111111111111,0.19230769230769232,0.5777777777777777,-0.5485659517488378,0.676634877784731,2021,34.0,56.0,6,Single ventricle patients (mostly Fontan). Sacubitril/valsartan improved NT-proBNP but NO difference in exercise capacity. Small pilot. ARNI under investigation for ACHD but not yet proven.
