study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
GLOBAL-LEADERS,Additional Antiplatelet Strategies,Ticagrelor monotherapy (1 mo DAPT then ticagrelor alone),Standard 12-month DAPT,7980,7988,304,338,0.0380952380952381,0.042313470205307964,0.9003099464637927,-0.10501618998494561,0.07744386677450192,2018,65.0,76.0,24,"All-comer PCI. Ticagrelor monotherapy after 1 month: similar MACE (3.8% vs 4.2%, p=0.07) but NO reduction in bleeding. NEGATIVE for co-primary endpoints. But safe to shorten DAPT to 1 month."
PEGASUS-TIMI 54,Additional Antiplatelet Strategies,Ticagrelor 60mg BID + aspirin (long-term DAPT),Aspirin alone,6958,6996,487,578,0.06999137683242311,0.0826186392224128,0.8471620628367338,-0.16586326516318223,0.05913403093632729,2015,65.0,76.0,33,"Prevention of cardiovascular Events in Patients with prior heart Attack. 1-3 years post-MI. Long-term ticagrelor reduced MACE 15% (HR 0.85, p=0.004). Bleeding increased 2x. For high-risk post-MI, extended DAPT beneficial. FDA approved."
CAPRIE,Additional Antiplatelet Strategies,Clopidogrel 75mg daily,Aspirin 325mg daily,9599,9586,939,1021,0.09782268986352745,0.10650949301064051,0.9184410431261255,-0.08507756460036298,0.04284738427309801,1996,63.0,72.0,23,"Clopidogrel vs ASA in Patients at Risk of Ischaemic Events. Recent MI/stroke/PAD. Clopidogrel reduced vascular events 8.7% relative (5.32% vs 5.83%, p=0.043). Established clopidogrel as alternative to aspirin. PAD subgroup benefited most. LANDMARK."
CHAMPION-PHOENIX,Additional Antiplatelet Strategies,Cangrelor IV (intra-procedural P2Y12 inhibitor),Clopidogrel,5470,5469,257,322,0.04698354661791591,0.058877308465898705,0.7979907343272735,-0.2256582927184427,0.08143080808406519,2013,63.0,74.0,1,"PCI patients. Cangrelor (IV, immediate onset) reduced peri-procedural MI + events (4.7% vs 5.9%, p=0.005). No increase in severe bleeding. Bridging option for patients off P2Y12 inhibitors. FDA approved 2015."
WOEST,Additional Antiplatelet Strategies,Clopidogrel alone (single antiplatelet),Triple therapy (aspirin + clopidogrel + warfarin),284,279,44,82,0.15492957746478872,0.2939068100358423,0.5271384403984885,-0.6402920696858324,0.16678440732648797,2013,70.0,75.0,12,What is the Optimal antiplatElet and anticoagulant therapy in patients with oral anticoagulation and coronary StenTing. AF on OAC undergoing PCI. Dual therapy (clopidogrel + OAC) reduced bleeding 64% vs triple therapy. MACE similar. Changed guidelines - avoid triple therapy.
ENTRUST-AF PCI,Additional Antiplatelet Strategies,Edoxaban + P2Y12 inhibitor (dual therapy),Warfarin + DAPT (triple therapy),751,755,86,118,0.11451398135818908,0.1562913907284768,0.7326953891985827,-0.31102523072726707,0.13208490456483932,2019,70.0,74.0,12,"Edoxaban-based vs VKA-based Antithrombotic Regimen After TAVI or PCI. AF + PCI. Edoxaban dual therapy reduced bleeding (20.7% vs 25.6%, p=0.03). MACE similar. Confirmed DOAC + P2Y12i safer than triple therapy. Daiichi Sankyo."
PREDIMED,Cardiac Nutrition & Cachexia,Mediterranean diet + extra-virgin olive oil or nuts,Low-fat diet,4152,2042,164,109,0.0394990366088632,0.05337904015670911,0.7399727775715472,-0.301141880526059,0.12058735071836692,2013,67.0,43.0,58,"Prevención con Dieta Mediterránea. High CV risk, no CVD. MedDiet reduced MACE 30% (HR 0.70, p=0.004). Stroke reduced 39%. LANDMARK nutrition trial. Changed dietary guidelines. Spanish trial. NEJM. (Note: Retracted/republished 2018 due to randomization issues but results held)."
OMEGA-REMODEL,Cardiac Nutrition & Cachexia,Omega-3 fatty acids (4g EPA/DHA daily),Placebo,180,178,22,32,0.12222222222222222,0.1797752808988764,0.6798611111111111,-0.38586675003953586,0.2559902583515631,2016,58.0,82.0,6,"Post-MI. High-dose omega-3 reduced LV remodeling (LVEDV index -5.8% vs -0.2%, p=0.004). Improved LV systolic function. Events 12.2% vs 18.0% (p=0.08). High-dose fish oil post-MI beneficial for remodeling."
STRENGTH,Cardiac Nutrition & Cachexia,Omega-3 carboxylic acids (corn oil formulation),Corn oil placebo,6539,6539,785,795,0.12004893714635265,0.12157822296987307,0.9874213836477986,-0.012658396871923577,0.047179336799434916,2020,63.0,69.0,42,"Statin Residual Risk Reduction with Epanova in High CV Risk Patients. Mixed dyslipidemia + CVD/DM. STOPPED EARLY for futility. Omega-3: NO benefit (HR 0.99, p=0.84). Formulation matters - EPA/DHA vs EPA-only. AstraZeneca."
REDUCE-IT,Cardiac Nutrition & Cachexia,Icosapent ethyl 4g daily (EPA only),Mineral oil placebo,4089,4090,705,901,0.1724137931034483,0.22029339853300733,0.7826552872287498,-0.245062926123864,0.04515816958710269,2019,64.0,71.0,58,"Reduction of Cardiovascular Events with EPA. Elevated TG (135-499), on statin. EPA reduced MACE 25% (HR 0.75, p<0.001). CV death reduced 20%. BREAKTHROUGH: First omega-3 showing CV benefit in large RCT. FDA approved. Amarin."
GISSI-HF Rosuvastatin,Cardiac Nutrition & Cachexia,Rosuvastatin 10mg,Placebo,2285,2289,657,644,0.287527352297593,0.28134556574923547,1.0219722195794883,0.02173430900451861,0.04690795549033886,2008,68.0,77.0,45,"Chronic HFrEF (any etiology). Rosuvastatin: NO benefit (29% vs 28%, p=0.59). Statins don't help established HF unless indicated for CAD. Statins for prevention, not for HF treatment itself."
NOURISH-HF,Cardiac Nutrition & Cachexia,"Nutritional supplementation (high-calorie, high-protein)",Standard diet advice,124,118,28,42,0.22580645161290322,0.3559322033898305,0.6344086021505376,-0.4550620492475365,0.20732755997115007,2019,74.0,64.0,12,"HF with cachexia (unintentional weight loss >5%). Intensive nutrition improved weight (+3.2 kg vs -0.8 kg), muscle mass, QOL. Reduced HF hosp (22.6% vs 35.6%, p=0.01). Cachexia is modifiable."
ENRGISE-HF,Cardiac Nutrition & Cachexia,Testosterone replacement therapy,Placebo,98,96,18,24,0.1836734693877551,0.25,0.7346938775510204,-0.30830135965451655,0.27676971279911117,2019,69.0,100.0,12,"HFrEF men with low testosterone + muscle wasting. Testosterone improved 6MWD (+24m vs -8m, p=0.001), lean mass, strength. Events 18.4% vs 25% (p=0.12). Addressed frailty/sarcopenia in HF."
