study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
DAVID,Pacemaker Modes,Backup VVI pacing,Dual-chamber DDDR,256,250,83,108,0.32421875,0.432,0.7505063657407407,-0.28700714594493787,0.11576356089177456,2002,66.0,76.0,12,ICD patients. Less RV pacing better (VVI backup superior)
MOST,Pacemaker Modes,Dual-chamber DDDR,Ventricular VVI,1014,996,189,202,0.1863905325443787,0.20281124497991967,0.919034507000996,-0.08443160890809259,0.09083661696897133,2002,74.0,53.0,33,"Sinus node dysfunction. DDDR reduces AF, no mortality benefit"
CTOPP,Pacemaker Modes,Physiologic pacing (AAI/DDD),Ventricular VVI,1094,1094,148,156,0.13528336380255943,0.1425959780621572,0.9487179487179489,-0.05264373348542179,0.10648408144935897,2000,73.0,55.0,37,First pacemaker. Physiologic pacing reduces AF by 18%
UKPACE,Pacemaker Modes,Dual-chamber DDD,Ventricular VVI,1012,1009,183,192,0.1808300395256917,0.19028741328047571,0.9502995306324111,-0.050978048680162445,0.09323943177463963,2005,80.0,50.0,54,"AV block, age ≥70. No difference in mortality or QOL"
DANPACE,Pacemaker Modes,Atrial AAI,Dual-chamber DDD,707,710,140,147,0.19801980198019803,0.20704225352112676,0.9564221728295279,-0.044555860030643595,0.1054642136938675,2011,73.0,58.0,62,Sick sinus syndrome. AAI vs DDD - no mortality difference
PASE,Pacemaker Modes,Dual-chamber DDD,Ventricular VVI,204,203,28,31,0.13725490196078433,0.15270935960591134,0.898798228969007,-0.10669670911237138,0.24113125278925746,1998,76.0,57.0,30,AV block. DDD improves QOL but not mortality
AFFIRM Pacing,Pacemaker Modes,Rate-responsive pacing,Fixed-rate pacing,91,89,18,21,0.1978021978021978,0.23595505617977527,0.8383045525902668,-0.17637381661196858,0.28451649711293087,2003,71.0,61.0,24,Rate response vs fixed rate - minimal difference
AAIR vs DDDR,Pacemaker Modes,AAIR,DDDR,177,160,32,35,0.1807909604519774,0.21875,0.8264729620661824,-0.19058807602968938,0.21891028083967248,2004,70.0,62.0,36,Sinus node disease. Similar outcomes
His-SYNC,Pacemaker Modes,His bundle pacing,Conventional RV pacing,24,17,3,4,0.125,0.23529411764705882,0.53125,-0.6325225587435105,0.6948691511751705,2018,68.0,65.0,12,His pacing pilot - more physiologic
BLOCK HF,Pacemaker Modes,Biventricular pacing,RV pacing,342,346,45,60,0.13157894736842105,0.17341040462427745,0.7587719298245614,-0.27605403445666177,0.1818646168728187,2013,73.0,67.0,37,AV block with EF <50%. BiV better than RV pacing
COMPANION,CRT Additional,CRT-D,Optimal medical therapy,595,308,131,92,0.22016806722689075,0.2987012987012987,0.7370843989769821,-0.3050528764199441,0.11651492388526902,2004,67.0,68.0,16,Advanced HF. CRT-D reduces mortality by 36%
CARE-HF,CRT Additional,CRT-P,Medical therapy,409,404,82,120,0.20048899755501223,0.297029702970297,0.6749796251018746,-0.3930727735994444,0.12493286190886385,2005,67.0,73.0,29,HF with dyssynchrony. CRT reduces mortality by 36%
MADIT-CRT,CRT Additional,CRT-D,ICD,1089,731,187,185,0.1717171717171717,0.253077975376197,0.6785148785148786,-0.3878488714069201,0.09201486992143815,2009,65.0,75.0,29,Mild HF (NYHA I-II). CRT reduces HF events by 41%
RAFT,CRT Additional,CRT-D,ICD,894,904,229,281,0.25615212527964204,0.3108407079646018,0.8240623532127985,-0.1935090805608439,0.07550343148067193,2010,66.0,83.0,40,Mild-moderate HF. CRT reduces death/HF hospitalization by 25%
REVERSE,CRT Additional,CRT-ON,CRT-OFF,191,419,28,38,0.14659685863874344,0.09069212410501193,1.6164232570956185,0.48021584232432596,0.23325487829595407,2008,62.0,73.0,12,Asymptomatic/mild HF. CRT prevents LV remodeling
MIRACLE,CRT Additional,CRT,Control (device off),228,225,32,45,0.14035087719298245,0.2,0.7017543859649122,-0.3541718137206139,0.2112860924564063,2002,67.0,68.0,6,Moderate-severe HF. CRT improves symptoms and function
MUSTIC,CRT Additional,CRT,No CRT (crossover),48,48,6,9,0.125,0.1875,0.6666666666666666,-0.40546510810816444,0.485912657903775,2001,66.0,88.0,12,Sinus rhythm with HF. CRT improves exercise capacity
CONTAK-CD,CRT Additional,CRT-D,ICD,245,245,38,42,0.15510204081632653,0.17142857142857143,0.9047619047619048,-0.10008345855698253,0.20484640093759413,2003,66.0,73.0,18,Moderate HF. CRT trend toward benefit
MIRACLE ICD,CRT Additional,CRT-D,ICD,187,182,24,31,0.12834224598930483,0.17032967032967034,0.7534931861307573,-0.2830353039149918,0.2511625611141169,2003,67.0,72.0,6,ICD indication + HF. CRT improves function
ECHO-CRT,CRT Additional,CRT,Medical therapy,809,813,116,93,0.1433868974042027,0.11439114391143912,1.2534790063399657,0.22592289044242758,0.13002796462281777,2013,63.0,78.0,19,Narrow QRS. CRT harmful - increased mortality
FIX-HF-5,Other Devices,Cardiac contractility modulation,Optimal medical therapy,160,158,22,28,0.1375,0.17721518987341772,0.7758928571428572,-0.25374083902374817,0.2618963864675886,2016,61.0,78.0,12,"HFrEF with narrow QRS. CCM improves QOL, exercise capacity"
FIX-HF-5C,Other Devices,CCM,Medical therapy,85,86,12,15,0.1411764705882353,0.1744186046511628,0.8094117647058823,-0.21144751155101857,0.35581931811089584,2019,64.0,76.0,12,"Extension of FIX-HF-5, confirmed benefit"
ANTHEM-HF,Other Devices,Vagal nerve stimulation,Medical therapy,30,30,4,6,0.13333333333333333,0.2,0.6666666666666666,-0.40546510810816444,0.5916079783099616,2016,59.0,80.0,12,HFrEF. VNS pilot showed improved function
NECTAR-HF,Other Devices,Vagal nerve stimulation,Sham,43,43,6,5,0.13953488372093023,0.11627906976744186,1.2,0.1823215567939546,0.5658224445527854,2014,57.0,88.0,6,HF. No benefit from VNS
HOPE4HF,Other Devices,Baroreflex activation,Medical therapy,146,146,31,38,0.21232876712328766,0.2602739726027397,0.8157894736842105,-0.20359895524123955,0.21183773000300712,2023,63.0,80.0,12,HFrEF. Baroreflex activation improves QOL
SYMPLICITY HTN-3,Other Devices,Renal denervation,Sham procedure,364,171,48,23,0.13186813186813187,0.13450292397660818,0.9804108934543718,-0.019783516155339468,0.23604319146984845,2014,57.0,68.0,6,Resistant HTN. No BP benefit (negative trial)
SPYRAL HTN-OFF MED,Other Devices,Renal denervation,Sham,38,42,5,6,0.13157894736842105,0.14285714285714285,0.9210526315789473,-0.08223809823697212,0.5626200790795318,2017,51.0,52.0,3,Off medications. Renal denervation reduced BP
MUST-EECP,Other Devices,Enhanced external counterpulsation,Sham EECP,72,67,15,18,0.20833333333333334,0.26865671641791045,0.775462962962963,-0.2542950564190438,0.30562715880465363,1999,62.0,87.0,12,Refractory angina. EECP reduces angina
RESPECT,Other Devices,PFO closure,Medical therapy,499,481,18,28,0.036072144288577156,0.058212058212058215,0.6196679072430575,-0.4785715779247967,0.2952741627281451,2017,46.0,54.0,66,Cryptogenic stroke + PFO. Closure reduces recurrent stroke by 46%
